nome_aceito_correto,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp
Aspilia cordifolia,"NA","NA","NA",EN,"NA","NA"
Aspilia cylindrocephala,"NA","NA","NA",VU,"NA","NA"
Aspilia diamantinae,"NA","NA","NA",EN,"NA","NA"
Aspilia diffusiflora,"NA","NA","NA",VU,"NA","NA"
Aspilia diniz-cruzeanae,"NA","NA","NA",CR,"NA","NA"
Aspilia eglerii,"NA","NA","NA",CR,"NA","NA"
Aspilia espinhacensis,"NA","NA","NA",EN,"NA","NA"
Aspilia floribunda,"NA","NA","NA","NA",LC,EN
Aspilia grazielae,"NA","NA","NA",EN,"NA","NA"
Aspilia jugata,"NA","NA","NA",CR,"NA","NA"
Aspilia ovatifolia,"NA","NA","NA",CR,"NA","NA"
Aspilia pereirae,"NA","NA","NA",EN,"NA","NA"
Aspilia pohlii,"NA","NA","NA","NA",DD,"NA"
Aspilia prostrata,"NA","NA","NA",EN,"NA","NA"
Aspilia reticulata,"NA","NA","NA",VU,"NA","NA"
Aspilia silphioides,"NA","NA","NA",EN,"NA","NA"
Asplenium austrobrasiliense,"NA","NA","NA","NA",NT,"NA"
Asplenium beckeri,"NA","NA","NA",CR,"NA","NA"
Asplenium bradeanum,"NA","NA","NA",EN,EN,"NA"
Asplenium campos-portoi,"NA","NA","NA","NA",NT,"NA"
Asplenium castaneum,"NA","NA","NA",EN,"NA","NA"
Asplenium formosum,"NA",LC,"NA","NA","NA","NA"
Asplenium lacinulatum,"NA","NA","NA","NA",LC,"NA"
Asplenium muellerianum,"NA","NA","NA","NA",LC,"NA"
Asplenium praemorsum,"NA","NA","NA","NA",LC,"NA"
Asplenium schwackei,"NA","NA","NA",CR,"NA","NA"
Asplenium trindadense,"NA","NA","NA",CR,"NA","NA"
Asplenium ulbrichtii,"NA","NA","NA","NA",LC,"NA"
Asplenium wacketii,"NA","NA","NA","NA",LC,"NA"
Asplundia brachypus,NA-NA-NA,NA-NA-NA,NA-NA-NA,VU-VU-NA,VU-NA-LC,NA-NA-NA
Asterella venosa,"NA","NA","NA","NA",LC,"NA"
Asterostigma colubrinum,"NA","NA",VU,"NA","NA",VU
Asterostigma cubense,"NA","NA","NA","NA",DD,VU
Asterostigma lividum,"NA","NA","NA","NA",LC,"NA"
Asterostigma lombardii,"NA","NA","NA","NA",LC,VU
Asterostigma tweedianum,"NA","NA","NA","NA","NA",VU
Astraea cincta,"NA","NA","NA",EN,"NA","NA"
Astraea lobata,"NA","NA","NA","NA",LC,"NA"
Astrocaryum aculeatissimum,"NA",LR/lc,"NA","NA",LC,"NA"
Astrocaryum minus,"NA","NA","NA","NA",DD,"NA"
Astronium balansae,"NA","NA","NA",EN,"NA","NA"
Astronium graveolens,"NA","NA","NA","NA",LC,"NA"
Astronium urundeuva,NA-NA,DD-NA,NA-NA,NA-NA,NA-LC,NA-NA
Athenaea cuspidata,"NA","NA","NA","NA",LC,"NA"
Athenaea fasciculata,"NA",LR/cd,"NA","NA",LC,"NA"
Athenaea sellowiana,"NA","NA","NA","NA",EN,"NA"
Athenaea tomentosa,"NA","NA","NA","NA",LC,"NA"
Athenaea wettesteiniana,"NA","NA","NA","NA",LC,"NA"
Atractylocarpus brasiliensis,"NA","NA","NA",EN,"NA","NA"
Atractylocarpus longisetus,"NA","NA","NA",EN,"NA","NA"
Attalea barreirensis,"NA","NA","NA",VU,"NA","NA"
Attalea compta,"NA","NA","NA",EN,EN,"NA"
Attalea oleifera,"NA",LR/lc,"NA","NA",LC,VU
Attalea phalerata,"NA","NA","NA","NA",LC,"NA"
Aulonemia aristulata,"NA","NA","NA","NA",LC,"NA"
Aulonemia setosa,"NA",VU,"NA","NA","NA","NA"
Austroblechnum andinum,"NA","NA","NA",CR,"NA","NA"
Austroblechnum organense,"NA","NA","NA","NA",NT,"NA"
Austroblechnum penna-marina,"NA","NA","NA","NA",LC,"NA"
Austroblechnum squamipes,"NA","NA","NA",EN,"NA","NA"
Austrocritonia angulicaulis,"NA","NA","NA","NA",LC,VU
Austroeupatorium rosmarinaceum,"NA","NA","NA",VU,"NA",EX
Avena strigosa,"NA",DD,"NA","NA","NA","NA"
Avicennia germinans,"NA",LC,"NA","NA","NA","NA"
Avicennia schaueriana,"NA",LC,"NA","NA","NA","NA"
Axonopus argentinus,NA-NA,NA-NA,EX-NA,EN-EN,NA-EN,EX-EX
Axonopus aureus,"NA","NA","NA","NA",LC,"NA"
Axonopus carajasensis,"NA","NA","NA",EN,"NA","NA"
Axonopus chrysoblepharis,"NA","NA","NA","NA",LC,EX
Axonopus comans,"NA","NA","NA","NA",LC,EX
Axonopus complanatus,"NA","NA","NA","NA",LC,EX
Axonopus fastigiatus,"NA","NA","NA",VU,VU,EX
Axonopus hydrolithicus,"NA","NA","NA",CR,"NA","NA"
Axonopus monticola,"NA","NA","NA",EN,EN,EX
Axonopus pressus,"NA","NA","NA","NA",LC,"NA"
Axonopus scoparius,"NA",LC,"NA","NA","NA","NA"
Axonopus uninodis,"NA","NA",EX,CR,CR,EX
Azara uruguayensis,"NA","NA","NA","NA",NT,"NA"
Baccharis aracatubensis,"NA","NA","NA",EN,"NA","NA"
Baccharis brevifolia,"NA","NA","NA","NA",LC,"NA"
Baccharis concinna,"NA","NA","NA",VU,"NA","NA"
Baccharis elliptica,"NA","NA","NA",EN,"NA","NA"
Baccharis grandimucronata,"NA","NA","NA","NA",LC,"NA"
Baccharis hypericifolia,"NA","NA","NA",EN,"NA","NA"
Baccharis lychnophora,"NA","NA","NA",VU,"NA","NA"
Baccharis megapotamica,"NA","NA","NA","NA",LC,"NA"
Baccharis myricifolia,"NA","NA","NA","NA",LC,"NA"
Baccharis oreophila,"NA",LC,"NA","NA","NA","NA"
Baccharis paranensis,"NA","NA","NA","NA",NT,"NA"
Baccharis penningtonii,"NA","NA","NA",VU,"NA","NA"
Baccharis polyphylla,"NA","NA","NA",VU,"NA","NA"
Baccharis pseudoalpestris,"NA","NA","NA",VU,"NA","NA"
Baccharis punctulata,"NA",LC,"NA","NA","NA","NA"
Baccharis sagittalis,"NA","NA","NA","NA",LC,"NA"
Baccharis sphenophylla,"NA","NA","NA","NA",NT,"NA"
Baccharis weirii,"NA","NA","NA","NA",LC,"NA"
Bacopa cochlearia,"NA","NA","NA",EN,"NA","NA"
Bacopa congesta,"NA","NA","NA","NA",LC,EX
Bacopa monnieri,"NA",LC,"NA","NA","NA","NA"
Bactris hatschbachii,"NA","NA","NA","NA",LC,"NA"
Bactris timbuiensis,"NA","NA","NA",EN,"NA","NA"
Balfourodendron riedelianum,"NA",EN,"NA","NA",NT,"NA"
Banara parviflora,"NA","NA","NA","NA",LC,"NA"
Banara serrata,"NA","NA","NA","NA",LC,"NA"
Banara tomentosa,"NA",LC,"NA","NA","NA","NA"
Banisteriopsis andersonii,"NA","NA","NA",VU,"NA","NA"
Banisteriopsis basifixa,"NA","NA","NA",VU,VU,EX
Banisteriopsis cipoensis,"NA","NA","NA",EN,"NA","NA"
Banisteriopsis hatschbachii,"NA","NA","NA",EN,"NA","NA"
Banisteriopsis hirsuta,"NA","NA","NA",EN,"NA","NA"
Banisteriopsis magdalenensis,"NA","NA","NA",EN,"NA","NA"
Banisteriopsis parviflora,"NA","NA","NA","NA",NT,"NA"
Banisteriopsis pseudojanusia,"NA","NA","NA",CR,"NA","NA"
Banisteriopsis salicifolia,"NA","NA","NA","NA",DD,"NA"
Banisteriopsis sellowiana,"NA","NA","NA",VU,"NA","NA"
Barbacenia delicatula,"NA","NA","NA",EN,"NA","NA"
Barbacenia ensifolia,"NA","NA","NA","NA",DD,"NA"
Barbacenia exscapa,"NA","NA","NA",CR,"NA","NA"
Barbacenia glutinosa,"NA","NA","NA",CR,"NA","NA"
Barbacenia gounelleana,"NA","NA","NA",EN,EN,EN
Barbacenia hirtiflora,"NA","NA","NA","NA",DD,"NA"
Barbacenia longiscapa,"NA","NA","NA",CR,"NA","NA"
Barbacenia paranaensis,"NA","NA","NA",EN,EN,EN
Barbacenia pungens,"NA","NA","NA",CR,"NA","NA"
Barbacenia riparia,"NA","NA","NA",CR,"NA","NA"
Barbacenia rodriguesii,"NA","NA","NA",EN,"NA","NA"
Barbacenia spectabilis,"NA","NA","NA",EN,"NA","NA"
Barbacenia spiralis,"NA","NA","NA",EN,"NA","NA"
Barbosella dusenii,"NA","NA","NA","NA",NT,"NA"
Barbosella spiritu-sanctensis,"NA","NA","NA","NA",DD,"NA"
Barbosella trilobata,"NA","NA","NA",EN,"NA","NA"
Barjonia erecta,"NA","NA","NA","NA",LC,"NA"
Barnebya dispar,"NA","NA","NA","NA",NT,"NA"
Barrosoa apiculata,"NA","NA","NA","NA",LC,EX
Bathysa australis,"NA","NA","NA","NA",LC,"NA"
Bathysa gymnocarpa,"NA","NA","NA","NA",LC,"NA"
Bathysa mendoncaei,"NA",LC,"NA","NA",LC,"NA"
Bathysa stipulata,"NA",LC,"NA","NA","NA","NA"
Bauhinia cheilantha,"NA",LC,"NA","NA",LC,"NA"
Bauhinia forficata,"NA",LC,"NA","NA","NA","NA"
Bauhinia integerrima,"NA","NA","NA",EN,"NA","NA"
Bauhinia longifolia,"NA",LC,"NA","NA",LC,"NA"
Bauhinia marginata,"NA","NA","NA","NA",DD,EX
Bauhinia pentandra,"NA",LC,"NA","NA","NA","NA"
Bauhinia ungulata,"NA",LC,"NA","NA","NA","NA"
Bauhinia variegata,"NA",LC,"NA","NA","NA","NA"
Begonia albidula,"NA","NA","NA",EN,"NA","NA"
Begonia altamiroi,"NA","NA","NA",EN,"NA","NA"
Begonia apparicioi,"NA","NA","NA",EN,"NA","NA"
Begonia bahiensis,"NA","NA","NA",EN,"NA","NA"
Begonia besleriifolia,"NA","NA","NA",EN,"NA","NA"
Begonia biguassuensis,"NA","NA","NA","NA",NE,"NA"
Begonia brevilobata,"NA","NA","NA","NA",DD,EX
Begonia coccinea,"NA","NA","NA",EN,"NA","NA"
Begonia crispula,"NA","NA","NA",CR,"NA","NA"
Begonia curtii,"NA","NA","NA",VU,"NA","NA"
Begonia dentatiloba,"NA","NA","NA",EN,"NA","NA"
Begonia espiritosantensis,"NA","NA","NA",EN,"NA","NA"
Begonia fruticosa,"NA","NA","NA","NA",LC,"NA"
Begonia glabra,"NA","NA","NA",EN,"NA","NA"
Begonia handroi,"NA","NA","NA",EN,EN,EX
Begonia herbacea,"NA","NA","NA","NA",LC,"NA"
Begonia hirtella,"NA","NA","NA","NA",LC,"NA"
Begonia hispida,"NA","NA","NA","NA",LC,"NA"
Begonia huegelii,"NA","NA","NA","NA",LC,"NA"
Begonia ibitiocensis,"NA","NA","NA",EN,"NA","NA"
Begonia inconspicua,"NA","NA","NA",CR,"NA","NA"
Begonia integerrima,"NA","NA","NA","NA",LC,"NA"
Begonia itaguassuensis,"NA","NA","NA",EN,"NA","NA"
Begonia itatinensis,"NA","NA","NA",EN,EN,"NA"
Begonia jureiensis,"NA","NA","NA",CR,CR,"NA"
Begonia kuhlmannii,"NA","NA","NA",EN,"NA","NA"
Begonia larorum,"NA","NA","NA",CR,CR,EX
Begonia obscura,"NA","NA","NA","NA",DD,"NA"
Begonia organensis,"NA","NA","NA",EN,EN,"NA"
Begonia paranaensis,"NA","NA","NA",EN,EN,"NA"
Begonia paulensis,"NA","NA","NA",EN,EN,VU
Begonia perdusenii,"NA","NA","NA",EN,EN,"NA"
Begonia piresiana,CR,"NA","NA",CR,CR,VU
Begonia pluvialis,"NA","NA","NA",EN,"NA","NA"
Begonia polygonifolia,"NA","NA","NA",EN,"NA","NA"
Begonia radicans,"NA","NA","NA","NA",LC,"NA"
Begonia rufa,"NA","NA","NA","NA",LC,"NA"
Begonia ruschii,"NA","NA","NA",CR,"NA","NA"
Begonia salesopolensis,"NA","NA","NA",CR,CR,"NA"
Begonia santoslimae,"NA","NA","NA",EN,"NA","NA"
Begonia scharffii,"NA","NA","NA",CR,"NA","NA"
Begonia stenolepis,"NA","NA","NA",EN,"NA","NA"
Begonia sylvatica,"NA","NA","NA",EN,"NA","NA"
Begonia toledoana,"NA","NA","NA",EN,EN,"NA"
Begonia undulata,"NA","NA","NA",EN,EN,EX
Begonia valdensium,"NA","NA","NA","NA",LC,"NA"
Begonia velloziana,"NA","NA","NA","NA",DD,"NA"
Begonia venosa,"NA","NA","NA",CR,CR,"NA"
Begonia vicina,"NA","NA","NA",EN,EN,"NA"
Beilschmiedia emarginata,"NA",LC,"NA","NA",LC,"NA"
Beilschmiedia fluminensis,"NA",EN,"NA","NA",EN,VU
Beilschmiedia rigida,"NA","NA","NA",EN,"NA","NA"
Belemia fucsioides,"NA","NA","NA","NA",DD,"NA"
Bellucia riparia,"NA","NA","NA","NA",DD,"NA"
Bellucia wurdackiana,"NA","NA","NA","NA",DD,"NA"
Berberis campos-portoi,"NA","NA","NA",CR,"NA","NA"
Bernardia crassifolia,"NA","NA","NA",EN,"NA","NA"
Bernardia pulchella,NA-NA,NA-NA,NA-NA,EN-EN,EN-NA,NA-NA
Bernardia similis,"NA","NA","NA","NA",DD,"NA"
Bertholletia excelsa,"NA","NA","NA",VU,"NA","NA"
Bertolonia angustifolia,CR,"NA","NA",CR,CR,EX
Bertolonia formosa,"NA","NA","NA",CR,"NA","NA"
Bertolonia foveolata,"NA","NA","NA",EN,"NA","NA"
Bertolonia hoehneana,CR,"NA","NA",CR,CR,"NA"
Bertolonia leuzeana,"NA","NA","NA",EN,EN,VU
Bertolonia paranaensis,"NA","NA","NA",EN,EN,EX
Besleria grandifolia,"NA","NA","NA",VU,"NA",VU
Besleria meridionalis,"NA","NA","NA","NA",DD,"NA"
Bidens bipinnata,"NA","NA","NA","NA",LC,EN
Bifrenaria aureofulva,"NA","NA","NA","NA",LC,"NA"
Bifrenaria harrisoniae,"NA","NA","NA","NA",LC,"NA"
Bifrenaria inodora,"NA","NA","NA","NA",LC,"NA"
Bifrenaria leucorrhoda,"NA","NA","NA","NA",LC,"NA"
Bifrenaria racemosa,"NA","NA","NA","NA",LC,EX
Bifrenaria silvana,"NA","NA","NA",CR,"NA","NA"
Bifrenaria tetragona,"NA","NA","NA","NA",LC,"NA"
Bifrenaria tyrianthina,"NA","NA","NA","NA",LC,EW
Bifrenaria wittigii,"NA","NA","NA",EN,"NA","NA"
Billbergia alfonsijoannis,NA-NA,NA-NA,NA-NA,NA-NA,LC-NA,VU-VU
Billbergia brasiliensis,"NA","NA","NA",EN,"NA","NA"
Billbergia distachia,"NA","NA","NA","NA",LC,"NA"
Billbergia lietzei,"NA","NA","NA","NA",DD,"NA"
Billbergia macrocalyx,"NA","NA","NA","NA",DD,"NA"
Billbergia magnifica,"NA","NA","NA","NA",LC,"NA"
Billbergia meyeri,"NA","NA","NA","NA",LC,EX
Billbergia nutans,"NA","NA","NA","NA",LC,VU
Billbergia pohliana,"NA","NA","NA","NA",DD,"NA"
Billbergia pyramidalis,"NA","NA","NA","NA",DD,"NA"
Billbergia zebrina,"NA","NA","NA","NA",LC,"NA"
Bipinnula biplumata,"NA","NA","NA",CR,"NA","NA"
Bipinnula montana,"NA","NA","NA","NA",DD,"NA"
Bipinnula penicillata,"NA","NA","NA",EN,"NA","NA"
Bixa arborea,"NA",LC,"NA","NA",LC,"NA"
Bixa orellana,"NA",LC,"NA","NA","NA","NA"
Blechnum heringeri,"NA","NA","NA",VU,"NA","NA"
Blepharocalyx salicifolius,"NA","NA","NA","NA",LC,"NA"
Blepharodon bicuspidatum,"NA","NA","NA","NA",LC,"NA"
Blepharolejeunea securifolia,"NA","NA","NA",EN,"NA","NA"
Blotiella lindeniana,"NA","NA","NA","NA",LC,"NA"
Blumenbachia eichleri,"NA","NA","NA","NA",NT,"NA"
Blumenbachia scabra,"NA","NA","NA","NA",LC,EN
Blutaparon portulacoides,"NA","NA","NA","NA",LC,"NA"
Boehmeria caudata,"NA",LC,"NA","NA","NA","NA"
Boehmeria cylindrica,"NA",LC,"NA","NA","NA","NA"
Boehmeria ulmifolia,"NA",LC,"NA","NA","NA","NA"
Bonamia agrostopolis,"NA","NA","NA","NA",LC,"NA"
Boopis bupleuroides,"NA","NA","NA",EN,EN,EX
Boopis itatiaiae,"NA","NA","NA",EN,EN,EN
Borreria paulista,"NA","NA","NA","NA",VU,"NA"
Borreria pulchristipula,"NA","NA","NA","NA",DD,VU
Borreria remota,"NA","NA","NA","NA",LC,"NA"
Bothriochloa laguroides,"NA","NA","NA",VU,VU,EX
Botrypus virginianus,"NA","NA","NA","NA",LC,"NA"
Bouchea fluminensis,"NA","NA","NA","NA",LC,"NA"
Bougainvillea glabra,"NA",LC,"NA","NA","NA","NA"
Bowdichia virgilioides,"NA",LC,"NA","NA",NT,"NA"
Brachionidium restrepioides,"NA","NA","NA",VU,VU,VU
Brachymenium hornschuchianum,"NA","NA","NA","NA",LC,"NA"
Brachystele camporum,"NA","NA","NA",VU,"NA","NA"
Bradea anomala,"NA","NA","NA",CR,"NA","NA"
Bradea bicornuta,"NA","NA","NA",CR,"NA","NA"
Bradea kuhlmannii,"NA","NA","NA","NA",DD,"NA"
Bradea montana,"NA","NA","NA",CR,"NA","NA"
Brasilicereus markgrafii,"NA","NA","NA",EN,"NA","NA"
Brasiliopuntia brasiliensis,"NA",LC,"NA","NA",LC,"NA"
Brasilochloa sampaiana,"NA","NA","NA",EN,"NA","NA"
Brassia arachnoidea,"NA","NA","NA",VU,"NA","NA"
Braunia plicata,"NA","NA","NA",VU,"NA","NA"
Bredemeyera floribunda,"NA",LC,"NA","NA","NA","NA"
Bredemeyera hebeclada,"NA",LC,"NA","NA","NA","NA"
Bromelia balansae,"NA","NA","NA","NA",LC,"NA"
Bromelia braunii,"NA","NA","NA",CR,"NA","NA"
Bromelia exigua,"NA","NA","NA",VU,"NA","NA"
Bromelia interior,"NA","NA","NA","NA","NA",VU
Bromeliophila natans,"NA","NA","NA",EN,EN,"NA"
Bromidium hygrometricum,"NA","NA","NA","NA","NA",CR
Bromidium ramboi,"NA","NA","NA",CR,"NA","NA"
Brosimum glaziovii,"NA",EN,VU,"NA",LC,VU
Brosimum guianense,"NA",LC,"NA","NA","NA","NA"
Brosimum lactescens,"NA",LC,"NA","NA",LC,"NA"
Brugmansia suaveolens,"NA",EW,"NA","NA","NA","NA"
Brunfelsia pauciflora,"NA",LC,"NA","NA","NA","NA"
Brunfelsia uniflora,"NA",LC,"NA","NA","NA","NA"
Bryopteris diffusa,"NA","NA","NA","NA",LC,"NA"
Bryopteris filicina,"NA","NA","NA","NA",LC,"NA"
Buchnera amethystina,"NA","NA","NA","NA",LC,EX
Buchnera integrifolia,"NA","NA","NA","NA",LC,"NA"
Buchnera juncea,"NA","NA","NA","NA",LC,"NA"
Buchnera longifolia,"NA","NA","NA","NA",LC,"NA"
Buchtienia nitida,"NA",LC,"NA","NA","NA","NA"
Buddleja hatschbachii,"NA","NA","NA","NA",NE,"NA"
Buddleja oblonga,"NA","NA","NA","NA",NE,"NA"
Buddleja speciosissima,"NA","NA","NA",EN,VU,"NA"
Bulbophyllum arianeae,"NA","NA","NA",CR,"NA","NA"
Bulbophyllum boudetiana,"NA","NA","NA",EN,"NA","NA"
Bulbophyllum campos-portoi,"NA","NA","NA","NA",LC,"NA"
Bulbophyllum cantagallense,"NA","NA","NA","NA",LC,"NA"
Bulbophyllum chloroglossum,"NA","NA","NA","NA",LC,"NA"
Bulbophyllum exaltatum,"NA","NA","NA","NA",LC,"NA"
Bulbophyllum gladiatum,"NA","NA","NA","NA",LC,"NA"
Bulbophyllum kautskyi,"NA","NA","NA",VU,"NA","NA"
Bulbophyllum meridense,"NA","NA","NA","NA",NE,"NA"
Bulbophyllum plumosum,"NA","NA","NA","NA",LC,"NA"
Bulbophyllum regnellii,"NA",LC,"NA","NA","NA","NA"
Bulbophyllum tripetalum,"NA","NA","NA","NA",LC,"NA"
Bulbostylis capillaris,"NA",LC,"NA","NA","NA","NA"
Bulbostylis distichoides,"NA","NA","NA",VU,"NA","NA"
Bulbostylis fendleri,"NA","NA","NA","NA",LC,"NA"
Bulbostylis loefgrenii,"NA","NA","NA","NA",LC,"NA"
Bulbostylis nesiotis,"NA","NA","NA",VU,"NA","NA"
Bulbostylis smithii,"NA","NA","NA",EN,"NA","NA"
Bulbostylis sphaerolepis,"NA","NA","NA","NA",NE,"NA"
Bunchosia glandulifera,"NA",LC,"NA","NA","NA","NA"
Bunchosia itacarensis,"NA","NA","NA",CR,"NA","NA"
Bunchosia macilenta,"NA","NA","NA",VU,"NA","NA"
Bunchosia maritima,"NA","NA","NA","NA",LC,"NA"
Bunchosia pallescens,"NA",LC,"NA","NA",LC,"NA"
Bunchosia pernambucana,"NA","NA","NA",EN,"NA","NA"
Burmannia aprica,"NA","NA","NA","NA",DD,"NA"
Burmannia australis,"NA","NA","NA","NA","NA",EX
Burmannia bicolor,"NA","NA","NA","NA",LC,"NA"
Burmannia damazii,"NA","NA","NA","NA",LC,"NA"
Burmannia flava,"NA","NA","NA","NA",LC,EX
Bursera simaruba,"NA","NA","NA",VU,"NA","NA"
Butia capitata,"NA","NA","NA",VU,"NA","NA"
Butia eriospatha,"NA","NA","NA",VU,"NA","NA"
Butia exilata,"NA","NA","NA","NA",CR,"NA"
Butia leiospatha,"NA","NA","NA","NA",DD,"NA"
Butia leptospatha,"NA","NA","NA",CR,"NA","NA"
Butia microspadix,"NA","NA","NA",VU,VU,VU
Butia paraguayensis,"NA","NA","NA","NA",LC,"NA"
Butia pubispatha,"NA","NA","NA","NA",CR,"NA"
Butia purpurascens,"NA","NA","NA",EN,"NA","NA"
Butia yatay,"NA","NA","NA",VU,"NA","NA"
Byrsonima affinis,"NA","NA","NA","NA",LC,"NA"
Byrsonima alvimii,"NA","NA","NA",VU,"NA","NA"
Byrsonima basiloba,"NA",LC,"NA","NA","NA","NA"
Byrsonima brachybotrya,"NA","NA","NA",VU,VU,VU
Byrsonima cipoensis,"NA","NA","NA",EN,"NA","NA"
Byrsonima coccolobifolia,"NA",LC,"NA","NA",LC,"NA"
Byrsonima crassifolia,"NA",LC,"NA","NA","NA","NA"
Byrsonima cydoniifolia,"NA",LC,"NA","NA",LC,VU
Byrsonima euryphylla,"NA","NA","NA","NA",DD,"NA"
Byrsonima fonsecae,"NA","NA","NA",CR,"NA","NA"
Byrsonima guilleminiana,"NA",LC,"NA","NA","NA","NA"
Byrsonima lanulosa,"NA","NA","NA",EN,"NA","NA"
Byrsonima laxiflora,"NA",LC,"NA","NA","NA","NA"
Byrsonima ligustrifolia,"NA","NA","NA","NA",LC,"NA"
Byrsonima microphylla,"NA","NA","NA",EN,"NA","NA"
Byrsonima myricifolia,"NA",LC,"NA","NA",LC,"NA"
Byrsonima onishiana,"NA","NA","NA",EN,"NA","NA"
Byrsonima pachyphylla,"NA",LC,"NA","NA","NA","NA"
Byrsonima perseifolia,"NA",LC,"NA","NA",LC,"NA"
Byrsonima psilandra,"NA","NA","NA","NA","NA",EN
Byrsonima rigida,"NA","NA","NA","NA",LC,"NA"
Byrsonima salzmanniana,"NA","NA","NA","NA",LC,"NA"
Byrsonima sericea,"NA",LC,"NA","NA","NA","NA"
Byrsonima variabilis,NA-NA,LC-LC,NA-NA,NA-NA,LC-NA,NA-NA
Byrsonima verbascifolia,"NA",LC,"NA","NA","NA","NA"
Byttneria catalpifolia subsp. sidifolia,NA-NA,NA-NA,NA-NA,NA-NA,LC-NE,NA-NA
Byttneria implacabilis,"NA","NA","NA","NA",DD,"NA"
Byttneria oblongata,"NA","NA","NA","NA",LC,EX
Byttneria scabra,"NA","NA",VU,"NA",LC,VU
Caatinganthus rubropappus,"NA","NA","NA",EN,"NA","NA"
Cabomba aquatica,"NA","NA",EX,"NA",LC,EX
Cabomba caroliniana,"NA","NA","NA","NA",LC,"NA"
Cabomba furcata,"NA","NA","NA","NA",LC,"NA"
Cabralea canjerana,"NA",LC,"NA","NA","NA","NA"
Caesalpinia pulcherrima,"NA",LC,"NA","NA","NA","NA"
Calea abbreviata,"NA","NA","NA",CR,"NA","NA"
Calea acaulis,"NA","NA","NA",VU,VU,EX
Calea brittoniana,"NA","NA","NA",CR,"NA","NA"
Calea clausseniana,"NA","NA","NA","NA",LC,"NA"
Calea cymosa,"NA","NA","NA","NA",LC,"NA"
Calea gentianoides,"NA","NA",EN,VU,VU,EN
Calea heteropappa,"NA","NA","NA",EN,"NA","NA"
Calea kristiniae,"NA","NA","NA",EN,"NA","NA"
Calea lantanoides,"NA","NA","NA","NA",LC,"NA"
Calea polycephala,"NA","NA","NA","NA",NT,VU
Calea serrata,"NA","NA","NA","NA",LC,"NA"
Calibrachoa eglandulata,"NA","NA","NA",EN,"NA","NA"
Calibrachoa elegans,"NA","NA","NA",EN,"NA","NA"
Calibrachoa humilis,"NA","NA","NA",EN,"NA","NA"
Calibrachoa serrulata,"NA","NA","NA","NA",DD,"NA"
Calibrachoa spathulata,"NA","NA","NA",VU,"NA","NA"
Calliandra carrascana,"NA","NA","NA",EN,"NA","NA"
Calliandra foliolosa,"NA","NA","NA","NA",LC,"NA"
Calliandra jariensis,"NA","NA","NA","NA",DD,"NA"
Calliandra parvifolia,"NA",LC,"NA","NA","NA","NA"
Calliandra tweedii,"NA",LC,"NA","NA","NA","NA"
Callianthe latipetala,"NA","NA","NA","NA",EN,"NA"
Callianthe monteiroi,"NA","NA","NA","NA",DD,"NA"
Callianthe rufinerva,"NA",LC,"NA","NA","NA","NA"
Callisia monandra,"NA","NA","NA","NA",LC,"NA"
Callisthene castellanosii,"NA","NA","NA","NA","NT, quase chegando à VU","NA"
Callisthene fasciculata,"NA",LC,"NA","NA","NA","NA"
Callisthene inundata,"NA","NA","NA",EN,"NA","NA"
Callisthene minor,"NA","NA","NA","NA",LC,"NA"
Callitriche terrestris,"NA","NA",EX,"NA","NA",EX
Calophyllum brasiliense,"NA",LC,"NA","NA","NA","NA"
Calycolpus legrandii,"NA","NA","NA",VU,"NA","NA"
Calyculogygas uruguayensis,"NA","NA","NA",EN,"NA","NA"
Calyptraemalva catharinensis,"NA","NA","NA",EN,"NA","NA"
Camarea affinis,"NA","NA","NA","NA",LC,"NA"
Camarea elongata,"NA","NA","NA",VU,"NA","NA"
Camarea ericoides,"NA","NA","NA","NA",LC,"NA"
Camarea hirsuta,"NA","NA",EN,"NA",LC,EN
Camarea humifusa,"NA","NA","NA",EN,"NA","NA"
Camarea linearifolia,"NA","NA","NA",CR,"NA","NA"
Cambajuva ulei,"NA","NA","NA",EN,"NA","NA"
Cambessedesia atropurpurea,"NA","NA","NA",VU,"NA","NA"
Cambessedesia glaziovii,"NA","NA","NA","NA",DD,"NA"
Cambessedesia gracilis,"NA","NA","NA",EN,"NA","NA"
Cambessedesia hermogenesii,"NA","NA","NA",EN,"NA","NA"
Cambessedesia hilariana,"NA","NA","NA","NA",LC,"NA"
Cambessedesia pityrophylla,"NA","NA","NA",EN,"NA",VU
Cambessedesia regnelliana,"NA","NA","NA","NA","NA",VU
Cambessedesia striatella,"NA","NA","NA","NA",DD,"NA"
Cambessedesia weddellii,"NA","NA","NA",VU,VU,VU
Cambessedesia wurdackii,"NA","NA","NA",VU,"NA","NA"
Campomanesia aurea,"NA","NA","NA","NA","NA",EN
Campomanesia espiritosantensis,"NA","NA","NA",CR,"NA","NA"
Campomanesia eugenioides,"NA","NA","NA","NA",LC,"NA"
Campomanesia guazumifolia,"NA",LC,"NA","NA","NA","NA"
Campomanesia hirsuta,"NA","NA","NA",EN,"NA","NA"
Campomanesia macrobracteolata,"NA","NA","NA",VU,"NA","NA"
Campomanesia neriiflora,"NA",VU,"NA","NA",LC,"NA"
Campomanesia phaea,"NA",VU,"NA","NA",LC,"NA"
