"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"45","2021-03-01 16:19:01-03","UNICAMP","UEC","68171","S","Plantae","Liliopsida",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp. & Endl.","Gonçalves, EG","Goldenberg, R; et al.","29848","1993","11","12",NA,"Brazil","São Paulo","Ubatuba","Estação Experimental do Instituto Agronômico, Trilha da Sucem.","-45.1275","-23.42",NA,"Epífita. Inflorescência creme.; Mata de encosta.","UEC054646","UEC054646",NA,NA,"-45.1275","-23.42","2000",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:13:22-03","MBM","MBM","144532","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poeppig","Gonçalves, E.G.","Mayo, S.J.; et al.; et al.","780","1991","04","25","Southern America","Brazil","Bahia","Itacaré","km 2-7 na rodovia Taboquinhas/Serra Grande a qual tem entroncamento no km 7 na rodovia Itacaré/Taboquinhas","-38.9967002868652","-14.2775001525879",NA,"Região de morros cobertos originalmente com mata úmida sobre solos relativamente pobres com pouco cacau; a mata já muito até pouco perturbada, a região em fase ativa de derrubada da floresta para plantar mandioca, banana e capim para","MBM144532","MBM144532 MBM144532_1 MBM144532_2",NA,NA,NA,NA,"2000","41230","auto","12","05",NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:13:22-03","MBM","MBM","144541","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poeppig","Gonçalves, E.G.","Lewis, G.P.; et al.; et al.","2022",NA,NA,NA,"Southern America","Brazil","Bahia","Santa Cruz Cabrália","Rod. BR-367, ESPAB","-39.0247001647949","-16.2780990600586",NA,NA,"MBM144541","MBM144541",NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:13:22-03","MBM","MBM","144534","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poeppig","Gonçalves, E.G.","Mayo, S.; et al.; et al.","797","1991","04","26","Southern America","Brazil","Bahia","Itacaré","Rodovia Itacaré - Rod. BR-101, km 15","-38.9967002868652","-14.2775001525879",NA,NA,"MBM144534","MBM144534 MBM144534_1",NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:13:22-03","MBM","MBM","136240","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poeppig","Croat, T.B.","Liesner, R.; et al.; et al.","18967","1985","10","23","Southern America","Venezuela",NA,NA,"Edo. Bolivar, 5 km S of El Paujl, Rio Samay",NA,NA,NA,"Climbing tree trunk. Spathe green. x-secton petlole. Forested valley, slopes, streams and river","MBM136240","MBM136240","520","520",NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:13:22-03","MBM","MBM","216506","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poeppig","Nadruz, M.","Nadruz, M.; et al.; et al.","1191","1966","05","06","Southern America","Brazil","Bahia","Uruçuca","Serra Grande. 7,7 km na estrada que liga Serra Grande a Itacaré","-39.2844009399414","-14.5930995941162",NA,"Hemiepífita, caule verde, frequente, lâmina verde discolor; pecíolo e bainha verdes; estéril","MBM216506","MBM216506","100","160",NA,NA,"1996","33791","auto","05","09",NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:13:22-03","MBM","MBM","144537","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poeppig","Gonçalves, E.G.","Mayo, S.","869","1991","05","31","Southern America","Brazil","Bahia","Wenceslau Guimarães","Rodovia Teolândia - Jaguaquara","-39.4794006347656","-13.686900138855",NA,NA,"MBM144537","MBM144537 MBM144537_1 MBM144537_2",NA,NA,NA,NA,NA,"37469","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:13:22-03","MBM","MBM","405880","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poeppig","Rosario, C.S.","Rosario, C.S.; Batista, J.; Batista, J.","s.n.","2012","04","17","Southern America","Brazil","Pará","Vitória do Xingu","Rio Xingu, Sítio Belo Monte, MOD7","-52.0099983215332","-2.88000011444092",NA,"Erva de 50 cm de altura; inflorescência em espiga creme.","MBM405880","MBM405880",NA,NA,NA,NA,"2012","79439","auto","04","17",NA,NA,NA,NA,NA,NA
"53","2019-08-15 09:04:24-03","UESC","UESC","575","S","Plantae","Angiospermae","Florideophycidae","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Florêncio, C.S.","36","1995","09","17",NA,"Brasil","Bahia","Ilhéus","Castelo Novo","-39.05","-14.583333",NA,"Restinga. Solo sílico-argiloso.; Herbácea, trepadeira.","UESC0000575",NA,"34","34","39W3'0''","14S35'0''",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"54","2019-08-15 09:04:24-03","UESC","UESC","6388","S","Plantae","Angiospermae","Florideophycidae","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp. & Endl.",NA,"L.C. do B. Costa,","202","2001","05","28",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"Planta trepadeira (cipó).; Planta de uso ornamental, coletada para o projeto  Levantamento de espécies vegetais com potencial econômico no Parque da Boa Esperança.","UESC0006388",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"55","2015-09-14 17:16:46-03","MNHN","RECOLNAT_MNHN_P","P00366592","PreservedSpecimen",NA,NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Crozier","Cremers, G.|Crozier, F.|Hequet, V.",NA,"1997","9","8",NA,"Guyane Française",NA,NA,"Layon vers le Mont Inéri. Bassin de l' Approuague. Camp de base à l'intersection de la Crique Inéri et de la Crique Portugaise","-52.15","4.35","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00366592' target='other'> <mi>dwc_moreinfo</mi></a>","P00366592",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15303",NA,NA,NA
"56","2015-09-03 19:21:52-03","MNHN","RECOLNAT_MNHN_P","P01756052","PreservedSpecimen",NA,NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Croat, T.B.|Hannon, L.|Hannon, D.|Kinsinger, E.",NA,"2000","7","12",NA,"Equador",NA,NA,"Esmeraldas. along road to Rio Tulubi from main San Lorenzo-Lita hwy., 33.0km E of Gasolinera San Lorenzo at edge of San Lorenzo, along Rio San José, 1.1km N of main hwy. Equador","-78.64972","1.07889","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01756052' target='other'> <mi>dwc_moreinfo</mi></a>","P01756052","P01756052_01","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83940",NA,NA,NA
"57","2015-09-03 19:21:52-03","MNHN","RECOLNAT_MNHN_P","P01756053","PreservedSpecimen",NA,NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Granville, J.J.",NA,"2007","4","20",NA,"Guyane française",NA,NA,"Rivière Montsinery, Région de Cayenne. A l´intersection de la Crique Coco avec la R.D. 5. Guiana Francesa","-52.52222","4.8625","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01756053' target='other'> <mi>dwc_moreinfo</mi></a>","P01756053","P01756053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17322",NA,NA,NA
"58","2015-09-03 19:21:52-03","MNHN","RECOLNAT_MNHN_P","P01756054","PreservedSpecimen",NA,NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Granville, J.J.",NA,"2007","4","20",NA,"Guyane française",NA,NA,"Riviére Montsinéry, région de Cayenne. Guiana Francesa","-52.51667","4.86667","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01756054' target='other'> <mi>dwc_moreinfo</mi></a>","P01756054","P01756054_01","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17322",NA,NA,NA
"59","2015-09-03 19:23:13-03","MNHN","RECOLNAT_MNHN_P","P02087842","PreservedSpecimen",NA,NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Oldeman",NA,NA,NA,NA,NA,"Guyane française",NA,NA,"Fleuve Approuague , au saut Grand Canori, au bord de l´eau en bas du aaut.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02087842' target='other'> <mi>dwc_moreinfo</mi></a>","P02087842","P02087842_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-03 19:23:13-03","MNHN","RECOLNAT_MNHN_P","P02087843","PreservedSpecimen",NA,NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Oldeman",NA,NA,NA,NA,NA,"Guyane française",NA,NA,"Fleuve Approuague, au saut Grand. Canori, au bord de l´eau en bas du saut.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02087843' target='other'> <mi>dwc_moreinfo</mi></a>","P02087843","P02087843_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2761",NA,NA,NA
"61","2015-09-03 19:23:13-03","MNHN","RECOLNAT_MNHN_P","P02087844","PreservedSpecimen",NA,NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Tostain, O.|Leotard, G.",NA,NA,"7","8",NA,"Guiana",NA,NA,"Piste du 3 juillet, Bassin de l´Approuague, Régina.","-52.13056","4.19306","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02087844' target='other'> <mi>dwc_moreinfo</mi></a>","P02087844","P02087844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3100",NA,NA,NA
"62","2016-06-24 15:59:08-03","MNHN","RECOLNAT_MNHN_P","P02087845","PreservedSpecimen",NA,NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Tostain, O.|Léotard, G.",NA,"2009","7","8",NA,"Guyane française",NA,NA,"Piste du 3 juillet, Bassin de l´Approuague, Régina.","-52.13056","4.19306","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02087845' target='other'> <mi>dwc_moreinfo</mi></a>","P02087845","P02087845_01","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3100",NA,NA,NA
"63","2020-12-11 11:43:23-03","UFMG","BHCB","36322","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Bahia","Wenceslau Guimarães",NA,"-39.4794006347656","-13.686900138855",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37469","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2010-06-09 19:54:00-03","MO","MOBOT","1282330","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","blanda","Rhodospatha blanda","Schott","T. CROAT","M.A.P. Wied-Neuwied","Wied-Neuwied s.n.",NA,NA,NA,"South America","Brazil","Bahia",NA,"Il heos. Field museum photo of destroyed specimen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-04-04 09:26:00-03","MO","MOBOT","376539","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","longipes","Rhodospatha longipes","Engl.",NA,"José J. Triana","Triana 694","1891",NA,NA,"South America","Colombia","Nariño","Barbacoas","Barbacoas","-78.12223","1.4817",NA,NA,NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"66","2011-09-28 14:33:00-03","MO","MOBOT","100415192","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat T.B.","Thomas B. Croat","Croat 74182","1993","2","10","South America","French Guiana",NA,NA,"Crique Saint-Eloi, Région de Saül",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","1728163","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 85694","2001","11","23","South America","Brazil","Acre",NA,"Municipio Cruzeiro do Sul; along road BR-307 west of Cruzeiro do Sul Airport to Peruvian Border.","-73.06666","-7.4",NA,NA,NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1013","4",NA,NA
"68","2014-03-14 11:08:00-03","MO","MOBOT","365819","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat","W. Scott Hoover","Hoover 1243","1984","2","19","South America","Ecuador","Carchi",NA,"Carchi; trail along plain above Tobar-Donoso and to Río Gualpe; 1º10'N, 78º18-31'W, elev. 800-1300 feet.","-78.3","1.1666667",NA,NA,NA,NA,"243.84000000","396.24000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-24","1",NA,NA
"69","2011-06-21 11:45:00-03","MO","MOBOT","1295918","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat|Richard Mansell|Lynn P. Hannon|J. Whitehill","Croat 82439","1998","7","8","South America","Ecuador","Esmeraldas",NA,"Lita-San Lorenzo Road, 1.2 km W of El Durago, 21.1 km W of Alto Tambo.","-78.45166","0.86972",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"857","2",NA,NA
"70","2011-06-21 11:45:00-03","MO","MOBOT","1295910","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat|Richard Mansell|Lynn P. Hannon|J. Whitehill","Croat 82434","1998","7","8","South America","Ecuador","Esmeraldas",NA,"Lita-San Lorenzo Road, 1.2 km W of El Durago, 21.1 km W of Alto Tambo.","-78.45166","0.86972",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"857","5",NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","349537","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Gwilym P. Lewis","Lewis 2022","1991","5","9","South America","Brazil","Bahia",NA,"Mpio. Santa Cruz Cabrália. 16 km NW of Porto Seguro on BR-367 (Porto Seguro/Eunápolis), Estação Ecológica do Pau Brasil; mata higrófila primária.","-39.13333","-16.38333",NA,NA,NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-12-30 16:58:00-02","MO","MOBOT","883154","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","S. Mayo","Jomar G. Jardim|André M. Amorim|Sérgio C. de Sant'Ana|Simon J. Mayo|H. Pugiali","Jardim 512","1994","7","28","South America","Brazil","Bahia",NA,"Mpio. Una. Reserva Biologica do Mico-leao (IBAMA), entrada no km 46 da Rod. BA-001 Ilheus/Una, Reglao da Mata Higrofila Sul Baiana","-39.08333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1270804","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat (MO)","A.C. Amorim|et al.","Amorim 1558","1994","7","28","South America","Brazil","Bahia",NA,"Res. Biol. do Mico-leão (IBAMA), entrance at KM 46 on BA-001, Ilheus-Una Road","-39.08333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2012-07-28 05:08:00-03","MO","MOBOT","361770","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","* SILVA","SILVA 2688","1971","3","30","South America","Brazil","Pará",NA,"Ilha do Mosqueiro.","-48.4","-1.1166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","2995985","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Schott","Schott 2996",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2011-09-28 14:33:00-03","MO","MOBOT","100415193","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat T.B.","Thomas B. Croat","Croat 74274","1993","2","20","South America","French Guiana",NA,NA,"Montagne Trésor, Plaine et Montagne de Kaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","1272483","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Howard L. Clark","Clark 6809","1978","9","28","South America","Venezuela","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2012-04-22 05:17:00-03","MO","MOBOT","100215399","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","N. Köster & A. Schnell","Nils Köster|A. Schnell","Köster 2253","2006","11",NA,"South America","Ecuador","Esmeraldas","Quinindé","Bilsa Biological Station.","-79.7","0.35",NA,NA,NA,NA,"450.00000000","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"79","2012-04-22 05:17:00-03","MO","MOBOT","100265406","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat (MO)","Nils Köster|K. Friedrich","Köster 1022","2005","12",NA,"South America","Ecuador","Pichincha",NA,"Bosque Integral Ontonga.","-79.0166667","-0.4166667",NA,NA,NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"80","2013-10-10 09:48:00-03","MO","MOBOT","100363775","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 101634","2011","1","8","South America","Guyana","Demerara-Mahaica",NA,"Region 4: Ceiba Biological Center, Madewini; swampy area along slow-moving, black water stream, on white sandy soil.","-58.2111111","6.4968055",NA,NA,NA,NA,"27.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4629","2",NA,NA
"81","2011-08-22 10:33:00-03","MO","MOBOT","100372642","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 101947","2011","2","3","South America","Suriname","Commewijne",NA,"Along highway between Paramaibo and Albina, between Tamanredjo and Mungo, 2 km E of Commewijne River.","-54.7421666","5.7564167",NA,NA,NA,NA,"39.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4643","4",NA,NA
"82","2011-05-25 12:23:00-03","MO","MOBOT","100377136","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 103023","2011","3","19","South America","French Guiana","Cayenne",NA,"Along trail to Bagne des Annamites, departing Hwy D-5, near 15.8 km E of junction with N-2 Hwy.","-52.5178334","4.8414722",NA,NA,NA,NA,"25.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4732","1",NA,NA
"83","2011-06-13 09:49:00-03","MO","MOBOT","100377322","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat|Geneviève Ferry","Croat 102548","2011","2","27","South America","French Guiana","Saint-Laurent-du-Maroni",NA,"Along road between Saint Laurent du Maroni and Apatou, along side road from main highway to Sparouine near Maroni River, leaving main highway 18 km N of Apatou, 1 km down road to Sparouine.","-54.2491666","5.2682223",NA,NA,NA,NA,"46.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4691","2",NA,NA
"84","2011-06-27 08:47:00-03","MO","MOBOT","100378204","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat|Geneviève Ferry","Croat 102682","2011","3","5","South America","French Guiana","Cayenne",NA,"Montagne des Chevaux, along Route N2 between Rochambeau and Regina, 3 km S of Hwy D5 to Montsinery along road through disturbed virgin forest in new housing development.","-52.4333333","4.5833333",NA,NA,NA,NA,"7.00000000","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4700","2",NA,NA
"85","2011-07-05 09:14:00-03","MO","MOBOT","100378626","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat|Geneviève Ferry","Croat 102750","2011","3","6","South America","French Guiana","Cayenne",NA,"Along Hwy D5 from N1 Hwy to Montsinery, departing the N1 Hwy near Km 19, 15.8 km E of junction of N2 Hwy, trail to Bagne des Annamites.","-52.5178334","4.8414722",NA,NA,NA,NA,"25.00000000","28.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4703","4",NA,NA
"86","2011-10-10 14:42:00-03","MO","MOBOT","100414616","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat T.B.","B.G. Bordenave","Bordenave 2782","1995","12","13","South America","French Guiana",NA,NA,"Commune de Stoupan, Région de Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2011-10-10 14:43:00-03","MO","MOBOT","100414668","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Mayo S.J.","B.G. Bordenave","Bordenave 4951","2000","1","17","South America","French Guiana",NA,NA,"Camp Caïman - Montagne de Kaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2011-09-28 14:33:00-03","MO","MOBOT","100414695","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Haigh A.","Eric A. Christenson","Christenson 1834","1993","9","1","South America","French Guiana",NA,NA,"Crique Plomb - 3, Bassin du Sinnamary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2011-09-28 14:33:00-03","MO","MOBOT","100415194","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat T.B.","Thomas B. Croat","Croat 74337","1993","2","23","South America","French Guiana",NA,NA,"Route de Bélizon - Au Nord des Eaux Claires, Région de Saül",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
