especie_original,cat_ameaca_cncflora_1,cat_ameaca_cncflora_0
Begonia salesopolensis,CR,NA
Begonia sanguinea,VU,NA
Begonia santoslimae,EN,NA
Begonia scharffii,CR,NA
Begonia semidigitata,EN,NA
Begonia smilacina,EN,NA
Begonia stenolepis,EN,NA
Begonia sylvatica,EN,NA
Begonia sylvestris,EN,NA
Begonia toledoana,EN,NA
Begonia tomentosa,VU,NA
Begonia ulmifolia,LC,NA
Begonia undulata,EN,NA
Begonia valdensium,LC,NA
Begonia valida,DD,NA
Begonia velloziana,DD,NA
Begonia venosa,CR,NA
Begonia vicina,EN,NA
Behuria cordifolia,EN,NA
Behuria corymbosa,EN,NA
Behuria edmundoi,CR,NA
Behuria glazioviana,VU,NA
Behuria huberioides,EN,NA
Behuria insignis,NT,NA
Behuria limae,VU,NA
Behuria magdalenensis,VU,NA
Behuria mourae,VU,NA
Behuria organensis,EN,NA
Beilschmiedia angustifolia,EN,NA
Beilschmiedia fluminensis,EN,NA
Beilschmiedia linharensis,NT,NT
Beilschmiedia rigida,EN,EN
Beilschmiedia stricta,DD,NA
Beilschmiedia taubertiana,LC,NA
Beilschmiedia vestita,CR,NA
Belemia fucsioides,DD,NA
Bellucia nigricans,VU,NA
Bellucia riparia,DD,NA
Bellucia wurdackiana,DD,NA
Berberis campos-portoi,CR,NA
Berberis kleinii,VU,NA
Bernardia confertifolia,EN,NA
Bernardia crassifolia,EN,NA
Bernardia similis,DD,NA
Bertholletia excelsa,VU,NA
Bertolonia angustifolia,CR,NA
Bertolonia formosa,CR,NA
Bertolonia foveolata,EN,NA
Bertolonia grazielae,DD,NA
Bertolonia hoehneana,CR,NA
Bertolonia leuzeana,EN,NA
Bertolonia organensis,CR,NA
Bertolonia paranaensis,EN,NA
Bertolonia valenteana,CR,NA
Besleria fluminensis,EN,NA
Besleria macahensis,EN,NA
Besleria melancholica,VU,NA
Besleria meridionalis,DD,NA
Besleria umbrosa,VU,NA
Bidens bipinnata,LC,NA
Bidens edentula,EN,NA
Bifrenaria aureofulva,LC,NA
Bifrenaria calcarata,LC,NA
Bifrenaria harrisoniae,LC,NA
Bifrenaria inodora,LC,NA
Bifrenaria leucorrhoda,LC,NA
Bifrenaria parvula,DD,NA
Bifrenaria racemosa,LC,NA
Bifrenaria silvana,CR,NA
Bifrenaria tetragona,LC,NA
Bifrenaria tyrianthina,LC,NA
Bifrenaria wittigii,EN,NA
Bignonia costata,VU,NA
Billbergia alfonsijoannis,LC,NA
Billbergia amandae,DD,NA
Billbergia brasiliensis,EN,EN
Billbergia distachia,LC,NA
Billbergia leptopoda,LC,NA
Billbergia lietzei,DD,NA
Billbergia lymanii,NT,NA
Billbergia macracantha,DD,NA
Billbergia macrocalyx,DD,NA
Billbergia magnifica,LC,NA
Billbergia meyeri,LC,NA
Billbergia minarum,NT,NA
Billbergia nutans,LC,NA
Billbergia pohliana,DD,NA
Billbergia pyramidalis,DD,NA
Billbergia zebrina,LC,NA
Bionia bella,DD,NA
Bipinnula biplumata,CR,NA
Bipinnula montana,DD,NA
Bisglaziovia behurioides,DD,NA
Bixa arborea,LC,NA
Blastemanthus grandiflorus,LC,NA
Blechnum andinum,CR,NA
Blechnum heringeri,VU,NA
Blechnum mochaenum,DD,NA
Blechnum mochaenum var. squamipes,EN,NA
Blechnum organense,NT,NA
Blechnum penna-marina,LC,NA
Blechnum sprucei,VU,NA
Blepharandra intermedia,LC,NA
Blepharocalyx salicifolius,LC,NA
Blepharodon bicuspidatum,LC,NA
Blepharodon hatschbachii,EN,NA
Blepharodon manicatum,LC,NA
Blepharolejeunea securifolia,EN,NA
Blotiella lindeniana,LC,NA
Blumenbachia eichleri,NT,NA
Blumenbachia scabra,LC,NA
Blutaparon portulacoides,LC,NA
Bocagea viridis,VU,NT
Bocageopsis pleiosperma,LC,NA
Bocoa ratteri,DD,DD
Bonamia burchellii,LC,NA
Bonamia kuhlmannii,CR,NA
Bonamia umbellata,CR,NA
Bonyunia magnifica,DD,NA
Bonyunia venusta,DD,NA
Boopis bupleuroides,EN,NA
Boopis itatiaiae,EN,NA
Borreria amapaensis,DD,NA
Borreria burchellii,DD,NA
Borreria gracillima,NT,NA
Borreria guimaraesensis,DD,NA
Borreria irwiniana,DD,NA
Borreria paulista,VU,NA
Borreria pulchristipula,DD,NA
Borreria remota,LC,NA
Borreria rosmarinifolia,DD,NA
Borreria tocantinsiana,DD,NA
Bothriochloa laguroides,VU,NA
Botrychium virginianum,LC,NA
Bouchea chascanoides,DD,NA
Bouchea fluminensis,LC,NA
Bouchetia anomala,NT,NA
Bowdichia nitida,LC,NA
Bowdichia virgilioides,NT,NA
Brachionidium restrepioides,VU,NA
Brachydontium notorogenes,CR,NA
Brachymenium hornschunchianum,LC,NA
Brachystele camporum,VU,NA
Bradea anomala,EN,CR
Bradea arenicola,CR,NA
Bradea bicornuta,CR,CR
Bradea borrerioides,EN,NA
Bradea brasiliensis,EN,NA
Bradea kuhlmanni,DD,NA
Bradea laeterosea,CR,NA
Bradea montana,CR,CR
Bradea pubescens,CR,NA
Bradea sessilifolia,CR,NA
Brasilaelia fidelensis,DD,NA
Brasilicereus markgrafii,EN,NA
Brasilidium concolor,LC,NA
Brasilidium crispum,LC,NA
Brasilidium gardneri,LC,NA
Brasilidium gravesianum,LC,NA
Brasilidium marshallianum,CR,NA
Brasilidium pectorale,CR,NA
Brasilidium praetextum,LC,NA
Brasiliocroton mamoninha,LC,NA
Brasiliocroton muricatus,LC,NA
Brasiliopuntia brasiliensis,LC,NA
Brasiliorchis consanguinea,NT,NA
Brasiliorchis heismanniana,DD,NA
Brasiliorchis moutinhoi,DD,NA
Brasiliorchis phoenicanthera,LC,NA
Brasiliorchis polyantha,DD,NA
Brasiliorchis schunkeana,EN,NA
Brassia arachnoidea,VU,NA
Braunia plicata,VU,NA
Braunia subincana,LC,NA
Briza brasiliensis,EN,NA
Briza itatiaiae,EN,NA
Briza juergensii,LC,NA
Briza parodiana,CR,NA
Briza scabra,EN,NA
Brodriguesia santosii,NT,NA
Bromelia balansae,LC,NA
Bromelia braunii,CR,NA
Bromelia macedoi,VU,NA
Bromeliophila natans,EN,NA
Bronwenia peckoltii,DD,NA
Brosimum glaucum,NT,NA
Brosimum glaziovii,LC,NA
Brosimum lactescens,LC,NA
Brunfelsia rupestris,VU,NA
Bryopteris diffusa,LC,NA
Bryopteris filicina,LC,NA
Buchenavia hoehneana,NT,NT
Buchenavia iguaratensis,LC,NA
Buchenavia kleinii,LC,NA
Buchenavia pabstii,VU,NA
Buchenavia rabelloana,VU,NA
Buchnera amethystina,LC,NA
Buchnera integrifolia,LC,NA
Buchnera juncea,LC,NA
Buchnera longifolia,LC,NA
Buddleja longiflora,CR,NA
Bulbophyllum arianeae,CR,NA
Bulbophyllum boudetianum,EN,NA
Bulbophyllum campos-portoi,LC,NA
Bulbophyllum cantagallense,LC,NA
Bulbophyllum chloroglossum,LC,NA
Bulbophyllum exaltatum,LC,NA
Bulbophyllum gladiatum,LC,NA
Bulbophyllum kautskyi,VU,NA
Bulbophyllum macroceras,CR,NA
Bulbophyllum plumosum,LC,NA
Bulbophyllum tripetalum,LC,NA
Bulbophyllum weddellii,LC,NA
Bulbostylis distichoides,VU,NA
Bulbostylis fendleri,LC,NA
Bulbostylis latifolia,NT,NA
Bulbostylis loefgrenii,LC,NA
Bulbostylis lombardii,NT,NA
Bulbostylis nesiotis,VU,NA
Bulbostylis smithii,EN,NA
Bunchosia acuminata,NT,NA
Bunchosia itacarensis,CR,NA
Bunchosia macilenta,NT,VU
Bunchosia maritima,LC,NA
Bunchosia pallescens,LC,NA
Bunchosia pernambucana,EN,NA
Burdachia duckei,LC,NA
Burmannia aprica,DD,NA
Burmannia bicolor,LC,NA
Burmannia damazii,LC,NA
Burmannia flava,LC,NA
Bursera pereirae,EN,NA
Bursera simaruba,VU,NA
Butia archeri,LC,NA
Butia capitata,VU,NA
Butia eriospatha,VU,NA
Butia exilata,CR,NA
Butia leiospatha,DD,NA
Butia leptospatha,CR,NA
Butia microspadix,VU,NA
Butia paraguayensis,LC,NA
Butia purpurascens,EN,NA
Butia yatay,VU,NA
Byrsonima affinis,LC,NA
Byrsonima alvimii,EN,VU
Byrsonima bahiana,LC,NT
Byrsonima blanchetiana,LC,NA
Byrsonima brachybotrya,VU,NA
Byrsonima cacaophila,NT,NT
Byrsonima chalcophylla,DD,NA
Byrsonima cipoensis,EN,NA
Byrsonima coccolobifolia,LC,NA
Byrsonima cordifolia,DD,EN
Byrsonima cydoniifolia,LC,NA
Byrsonima densa,LC,NA
Byrsonima duckeana,LC,NA
Byrsonima euryphylla,DD,NA
Byrsonima fonsecae,EN,CR
Byrsonima frondosa,EN,NA
Byrsonima hatschbachii,VU,NA
Byrsonima hirsuta,EN,NA
Byrsonima japurensis,LC,NA
Byrsonima lanulosa,EN,NA
Byrsonima ligustrifolia,LC,NA
Byrsonima macrophylla,LC,NT
Byrsonima martiana,CR,NA
Byrsonima microphylla,EN,NA
Byrsonima morii,NT,NA
Byrsonima onishiana,EN,NA
Byrsonima pedunculata,"NT, quase chegando à VU",NA
Byrsonima perseifolia,LC,NA
Byrsonima piresii,LC,NA
Byrsonima rigida,LC,NA
Byrsonima rodriguesii,EN,NA
Byrsonima salzmanniana,LC,NA
Byrsonima souzae,EN,NA
Byrsonima spinensis,EN,NA
Byrsonima subcordata,DD,NA
Byrsonima variabilis,LC,NA
Byrsonima vernicosa,VU,NA
Byttneria beyrichiana,DD,NA
Byttneria catalpifolia subsp. sidaefolia,LC,NA
Byttneria implacabilis,DD,NA
Byttneria oblongata,LC,NA
Byttneria scabra,LC,NA
Caatinganthus rubropappus,EN,NA
Cabomba aquatica,LC,NA
Cabomba caroliniana,LC,NA
Cabomba furcata,LC,NA
Caesalpinia echinata,EN,NA
Calathea aemula,NT,NA
Calathea bella,DD,NA
Calathea brasiliensis,LC,NA
Calathea cylindrica,LC,NA
Calathea fatimae,DD,NA
Calathea longibracteata,LC,NA
Calathea monophylla,LC,NA
Calathea sciuroides,LC,NA
Calathea singularis,DD,NA
Calathea tuberosa,EN,NA
Calathea widgrenii,EN,NA
Calathea wiotii,DD,NA
Calathea zebrina,LC,NA
Calea abbreviata,CR,NA
Calea acaulis,VU,NA
Calea brittoniana,CR,NA
Calea clausseniana,LC,NA
Calea clematidea,LC,NA
Calea cymosa,LC,NA
Calea gentianoides,VU,NA
Calea heteropappa,EN,NA
Calea irwinii,CR,EN
Calea kristiniae,EN,NA
Calea lantanoides,LC,NA
Calea polycephala,NT,NA
Calea serrata,LC,NA
Calea wedelioides,EN,NA
Calibrachoa eglandulata,EN,NA
Calibrachoa elegans,EN,NA
Calibrachoa humilis,EN,NA
Calibrachoa serrulata,DD,NA
Calibrachoa spathulata,VU,NA
Calliandra carrascana,EN,EN
Calliandra duckei,DD,NA
Calliandra foliolosa,LC,NA
Calliandra gardneri,EN,NA
Calliandra imbricata,DD,NA
Calliandra jariensis,DD,NA
Calliandra linearis,VU,NA
Calliandra santosiana,DD,NA
Calliandra semisepulta,VU,NA
Callianthe glaziovii,DD,NA
Callianthe latipetala,EN,NA
Callianthe sellowiana,EN,NA
Callianthe senilis,DD,NA
Callisia monandra,LC,NA
Callisthene castellanosii,"NT, quase chegando à VU",NA
Callisthene dryadum,CR,NA
Callisthene erythroclada,EN,VU
Callisthene inundata,EN,EN
Callisthene kuhlmannii,EN,NA
Callisthene major,LC,NA
Callisthene minor,LC,NA
Callisthene mollissima,NT,NA
Calycolpus andersonii,DD,NA
Calycolpus australis,EN,NA
Calycolpus legrandii,VU,NA
Calycophyllum papillosum,EN,NA
Calycophyllum tefense,DD,NA
Calyculogygas uruguayensis,EN,NA
Calyptraemalva catharinensis,EN,NA
Calyptranthes aromatica,VU,NA
Calyptranthes bimarginata,DD,NA
Calyptranthes blanchetiana,EN,NA
Calyptranthes caudata,DD,NA
Calyptranthes concinna,LC,NA
Calyptranthes dryadica,DD,NA
Calyptranthes fusiformis,VU,NA
Calyptranthes glazioviana,EN,NA
Calyptranthes grandiflora,LC,NA
Calyptranthes hatschbachii,EN,NA
Calyptranthes martiusiana,EN,NA
Calyptranthes obversa,CR,NA
Calyptranthes pereireana,DD,NA
Calyptranthes pileata,VU,VU
Calyptranthes restingae,EN,VU
Calyptranthes rubella,NT,NT
Calyptranthes rufa,LC,NA
Calyptranthes ubatubana,VU,NA
Camarea affinis,LC,NA
Camarea axillaris,LC,NA
Camarea elongata,VU,NA
Camarea ericoides,LC,NA
Camarea hirsuta,LC,NA
Camarea humifusa,EN,NA
Camarea linearifolia,CR,NA
Camaridium micranthum,LC,NA
Cambessedesia atropurpurea,VU,NA
Cambessedesia cambessedesioides,VU,NA
Cambessedesia eichleri,LC,NA
Cambessedesia glaziovii,DD,NA
Cambessedesia gracilis,EN,NA
Cambessedesia hermogenesii,EN,NA
Cambessedesia hilariana,LC,NA
Cambessedesia pityrophylla,EN,NA
Cambessedesia salviifolia,EN,NA
Cambessedesia semidecandra,VU,NA
Cambessedesia striatella,DD,NA
Cambessedesia weddellii,VU,NA
Cambessedesia wurdackii,VU,NA
Campomanesia anemonea,VU,NA
Campomanesia aromatica,LC,NA
Campomanesia espiritosantensis,EN,CR
Campomanesia eugenioides,LC,NA
Campomanesia fruticosa,DD,NA
Campomanesia hirsuta,EN,EN
Campomanesia laurifolia,LC,NA
Campomanesia lundiana,DD,DD
Campomanesia macrobracteolata,EN,VU
Campomanesia mediterranea,DD,NA
Campomanesia neriiflora,LC,NA
Campomanesia phaea,LC,NA
Campomanesia prosthecesepala,DD,EN
Campomanesia pubescens,LC,NA
Campomanesia reitziana,NT,VU
Campomanesia rufa,LC,NA
Campomanesia schlechtendaliana,LC,NA
Campomanesia sepalifolia,CR,NA
Campomanesia sessiliflora,LC,NA
Campomanesia simulans,NT,NA
Campomanesia terminalis,DD,NA
Campomanesia viatoris,LC,NA
Campomanesia xanthocarpa,LC,NA
Camptosema isopetalum,LC,NA
Campuloclinium parvulum,VU,NA
Campuloclinium riedelii,LC,NA
Campylocentrum crassirhizum,LC,NA
Campylocentrum densiflorum,LC,NA
Campylocentrum neglectum,LC,NA
Campylocentrum organense,VU,NA
Campylocentrum parahybunense,LC,NA
Campylocentrum pernambucense,EN,NA
Campyloneurum decurrens,LC,NA
Campylopus densicoma,EN,NA
Canastra aristella,LC,NA
Canastra lanceolata,CR,NA
Canistropsis albiflora,VU,NA
Canistropsis correia-araujoi,DD,NA
Canistropsis elata,CR,CR
Canistropsis marceloi,VU,NA
Canistropsis microps,LC,NA
Canistropsis pulcherrima,EN,NA
Canistrum alagoanum,EN,NA
Canistrum aurantiacum,EN,NA
Canistrum camacaense,EN,NA
Canistrum fosterianum,CR,NA
Canistrum guzmanioides,EN,NA
Canistrum montanum,EN,NA
Canistrum pickelii,VU,NA
Canistrum triangulare,EN,NA
Capanemia adelaidae,LC,NA
Capanemia fluminensis,DD,NA
Capanemia gehrtii,LC,NA
Capanemia micromera,LC,NA
Capanemia superflua,LC,NA
Capanemia thereziae,LC,NA
Caperonia buettneriacea,VU,NA
Caperonia palustris,LC,NA
Caperonia velloziana,DD,NA
Capsicum friburgense,EN,NA
Caraipa balbinensis,CR,NA
Caraipa glabra,DD,NA
Caraipa minor,NT,NA
Caraipa multinervia,DD,NA
Caraipa odorata,DD,NA
Caraipa rodriguesii,VU,NA
Carapichea ipecacuanha,VU,NA
Cardiospermum corindum,LC,NA
Cariniana ianeirensis,EN,EN
Cariniana legalis,EN,EN
Cariniana parvifolia,EN,EN
Cariniana penduliflora,DD,NA
Carolus chlorocarpus,LC,NA
Caryocar brasiliense,LC,NA
Caryocar coriaceum,LC,NA
Caryocar cuneatum,LC,NA
Caryocar edule,LC,NA
Caryodendron janeirense,LC,NA
Casearia bahiensis,LC,NA
Casearia catharinensis,EN,NA
Casearia gossypiosperma,LC,NA
Casearia lasiophylla,LC,NA
Casearia luetzelburgii,LC,NA
Casearia manausensis,LC,NA
Casearia melliodora,LC,NA
Casearia murceana,VU,NA
Casearia neblinae,DD,NA
Casearia obliqua,LC,NA
Casearia paranaensis,NT,VU
Casearia pauciflora,LC,NA
Castela tweedii,EN,NA
Castelnavia multipartita,LC,NA
Catasetum atratum,NT,NA
Catasetum cernuum,LC,NA
Catasetum fimbriatum,LC,NA
Catasetum globiflorum,DD,NA
Catasetum mattosianum,EN,NA
Catasetum purum,LC,NA
Catasetum uncatum,NT,NA
Cathedra bahiensis,NT,NA
Cathedra grandiflora,DD,NA
Cathedra paraensis,EN,NA
Catolesia mentiens,CR,NA
Catostemma albuquerquei,EN,NA
Catostemma cavalcantei,LC,NA
Catostemma milanezii,LC,NA
Catostemma sclerophyllum,LC,NA
Cattleya aclandiae,VU,NA
Cattleya acuensis,DD,NA
Cattleya alvaroana,DD,NA
Cattleya amethystoglossa,NT,NA
Cattleya bicolor,NT,NA
Cattleya dormaniana,CR,EN
Cattleya granulosa,VU,NA
Cattleya guttata,VU,NA
Cattleya harrisoniana,VU,NA
Cattleya intermedia,VU,NA
Cattleya labiata,VU,NA
Cattleya lobata,CR,NA
Cattleya nobilior,NT,NA
Cattleya porphyroglossa,CR,NA
Cattleya schilleriana,EN,NA
Cattleya schofieldiana,CR,NA
Cattleya tenuis,EN,NA
Cattleya tigrina,VU,NA
Cattleya velutina,VU,NA
Cattleya walkeriana,VU,NA
Cattleya warneri,VU,NA
Cavanillesia umbellata,LC,NA
Cayaponia bonariensis,LC,NA
Cayaponia espelina,LC,NA
Cayaponia pedata,DD,NA
Cayaponia rugosa,DD,NA
Cayaponia trilobata,LC,NA
Cecropia concolor,LC,NA
Cecropia glaziovii,LC,NA
Cecropia hololeuca,LC,NA
Cecropia purpurascens,LC,NA
Cecropia ulei,LC,NA
Cedrela fissilis,VU,NA
Cedrela lilloi,EN,NA
Cedrela odorata,VU,NA
Ceiba crispiflora,EN,NA
Ceiba jasminodora,LC,NA
Ceiba rubriflora,EN,NA
Celosia grandifolia,LC,NA
Celtis ehrenbergiana,LC,NA
Celtis orthacanthos,EN,NA
Cenostigma tocantinum,LC,NA
Centroglossa castellensis,CR,NA
Centroglossa greeniana,EN,NA
Centroglossa macroceras,LC,NA
Centroglossa tripollinica,LC,NA
Centrolobium paraense,EN,EN
Centrolobium sclerophyllum,LC,NA
Centrolobium tomentosum,LC,NA
Centrosema bracteosum,LC,NA
Centrosema carajasense,VU,NA
Centrosema jaraguaense,DD,NA
Centrosema pubescens,LC,NA
Centrosema sagittatum,LC,NA
Centrosema teresae,DD,NA
Cephalozia crassifolia,LC,NA
Ceradenia capillaris,VU,NA
Ceradenia glaziovii,EN,NA
Ceradenia warmingii,CR,NA
Ceratophyllum submersum,NT,NA
Ceratosanthes hilariana,LC,NA
Cereus mirabella,VU,NA
Cestrum corcovadense,NT,NA
Cestrum subpulverulentum,LC,NA
Cestrum tubulosum,LC,NA
Chaetostoma cupressimum,DD,NA
Chaetostoma fastigiatum,NT,NA
Chaetostoma flavum,VU,NA
Chaetostoma inerme,CR,NA
Chaetostoma scoparium,EN,NA
Chaetostoma selagineum,LC,NA
Chaetostoma stenocladon,NT,NA
Chamaecrista adamantina,DD,NA
Chamaecrista altoana,EN,NA
Chamaecrista amabilis,EN,NA
Chamaecrista amorimii,EN,NA
Chamaecrista anamariae,EN,NA
Chamaecrista aristata,DD,NA
Chamaecrista aspleniifolia,NT,NA
Chamaecrista atroglandulosa,EN,NA
Chamaecrista belemii,LC,NA
Chamaecrista bracteolata,EN,NA
Chamaecrista brevicalyx var. elliptica,DD,NA
Chamaecrista caiapo,DD,NA
Chamaecrista caracensis,DD,NA
Chamaecrista catapodia,DD,NA
Chamaecrista catiarae,DD,NA
Chamaecrista catolesensis,VU,NA
Chamaecrista celiae,EN,NA
Chamaecrista centiflora,DD,NA
Chamaecrista choriophylla,DD,NA
Chamaecrista cipoana,VU,NA
Chamaecrista confertiformis,NT,NA
Chamaecrista coradinii,VU,NA
Chamaecrista coriacea,CR,NA
Chamaecrista decora,LC,NA
Chamaecrista deltoidea,DD,NA
Chamaecrista dentata,DD,NA
Chamaecrista dumalis,NT,NA
Chamaecrista ericifolia,EN,NA
Chamaecrista fodinarum,EN,VU
Chamaecrista fulgida,CR,NA
Chamaecrista fuscescens,DD,NA
Chamaecrista geraldii,DD,NA
Chamaecrista gumminans,DD,NA
Chamaecrista gymnothyrsa,EN,NA
Chamaecrista hatschbachii,EN,NA
Chamaecrista hedysaroides,LC,NA
Chamaecrista itabiritoana,CR,NA
Chamaecrista ixodes,DD,NA
Chamaecrista lagotois,CR,NA
Chamaecrista lentiscifolia,DD,NA
Chamaecrista leucopilis,DD,NA
Chamaecrista linearifolia,LC,NA
Chamaecrista macedoi,EN,NA
Chamaecrista nuda,EN,NA
Chamaecrista ochrosperma,VU,NA
Chamaecrista pachyclada,DD,NA
Chamaecrista phyllostachya,EN,EN
Chamaecrista pilicarpa,DD,DD
Chamaecrista polymorpha,DD,NA
Chamaecrista psoraleopsis,DD,NA
Chamaecrista pteropoda,EN,NA
Chamaecrista scleroxylon,NT,NA
Chamaecrista semaphora,LC,NA
Chamaecrista simplifacta,EN,NA
Chamaecrista spinulosa,DD,NA
Chamaecrista stillifera,VU,NA
Chamaecrista strictifolia,DD,NA
Chamaecrista subpeltata,EN,NA
Chamaecrista tephrosiifolia,VU,NA
Chamaecrista trachycarpa,LC,NA
Chamaecrista ulmea,CR,NA
Chamaecrista unijuga,EN,NA
Chamaecrista vauthieri,EN,NA
Chamaecrista virginis,DD,NA
Chamaecrista xinguensis,NT,NA
Chamaeranthemum beyrichii,LC,NA
Chamissoa acuminata,LC,NA
Chamissoa acuminata var. maximilianii,DD,NA
Chamissoa altissima,LC,NA
Chaptalia chapadensis,CR,NA
Chaptalia cordifolia,VU,NA
Chaptalia hermogenis,CR,NA
Chaptalia martii,LC,NA
Chaubardia surinamensis,LC,NA
Cheilanthes goyazensis,NT,NA
Cheilanthes incisa,EN,NA
Cheilanthes juergensii,EN,NA
Cheilanthes regnelliana,EN,NA
Chimarrhis duckeana,LC,NA
Chionanthus filiformis,LC,NA
Chionanthus fluminensis,CR,CR
Chionanthus greenii,DD,NA
Chionanthus micranthus,EN,NT
Chionanthus parviflorus,EN,NA
Chionanthus subsessilis,EN,VU
Chionanthus tenuis,DD,CR
Chionolaena lychnophorioides,VU,NA
Chiropetalum foliosum,EN,NA
Chiropetalum gymnadenium,VU,NA
Chloraea membranacea,EN,NA
Chloroleucon extortum,DD,NA
Chloroleucon tortum,NT,NT
Chomelia estrellana,EN,NA
Chomelia modesta,CR,NA
Chomelia monantha,EN,NA
Chomelia randioides,EN,NA
Chomelia transiens,DD,NA
Chondrodendron platiphyllum,DD,NA
Chresta souzae,EN,NA
Chresta sphaerocephala,LC,NA
Christensonella pumila,LC,NA
Christiana macrodon,EN,NA
Chromolaena angusticeps,EN,NA
Chromolaena arrayana,EN,NA
Chromolaena barbacensis,LC,NA
Chromolaena costatipes,EN,NA
Chromolaena elliptica,LC,NA
Chromolaena latisquamulosa,DD,NA
Chromolaena rhinanthacea,EN,NA
Chromolucuma apiculata,DD,NA
Chromolucuma rubriflora,LC,NA
Chronopappus bifrons,EN,VU
Chrysoblastella chilensis,EN,NA
Chrysolaena dusenii,EN,NA
Chrysolaena nicolackii,VU,NA
Chrysophyllum acreanum,DD,NA
Chrysophyllum arenarium,LC,NA
Chrysophyllum bombycinum,DD,NA
Chrysophyllum durifructum,DD,NA
Chrysophyllum flexuosum,LC,NA
Chrysophyllum imperiale,EN,EN
Chrysophyllum inornatum,LC,NA
Chrysophyllum januariense,NT,VU
Chrysophyllum ovale,DD,NA
Chrysophyllum paranaense,DD,NA
Chrysophyllum splendens,NT,NT
Chrysophyllum subspinosum,DD,NA
Chrysophyllum superbum,DD,NA
Chrysophyllum viride,NT,NT
Chrysophyllum wilsonii,EN,NA
Chusquea attenuata,EN,NA
Chusquea baculifera,CR,NA
Chusquea erecta,EN,NA
Chusquea heterophylla,EN,NA
Chusquea pinifolia,LC,NA
Chusquea pulchella,EN,NA
Chusquea sclerophylla,DD,NA
Chusquea tenuiglumis,CR,NA
Chusquea tenuis,DD,NA
Chusquea wilkesii,DD,NA
Chytroglossa paulensis,DD,NA
Cienfuegosia drummondii,DD,NA
Cienfuegosia sulfurea,DD,NA
Cinnamodendron axillare,EN,NA
Cinnamodendron dinisii,LC,NA
Cinnamodendron occhionianum,CR,NA
Cinnamodendron sampaioanum,DD,NA
Cinnamomum caratingae,DD,NA
Cinnamomum erythropus,EN,EN
Cinnamomum hatschbachii,EN,VU
Cinnamomum haussknechtii,LC,NA
Cinnamomum quadrangulum,VU,NA
Cinnamomum stenophyllum,LC,NA
Cinnamomum taubertianum,DD,NA
Cinnamomum tomentulosum,NT,NT
Cinnamomum triplinerve,LC,NA
Cipocereus bradei,VU,NA
Cipocereus crassisepalus,EN,NA
Cipocereus laniflorus,EN,NA
Cipocereus minensis,VU,NA
Cipocereus pleurocarpus,NT,NA
Cipocereus pusilliflorus,CR,NA
Cirrhaea dependens,LC,NA
Cirrhaea fuscolutea,EN,NA
Cirrhaea loddigesii,CR,NA
Cirrhaea longiracemosa,VU,NA
Cissampelos pareira,LC,NA
Cissus acreensis,NT,NA
Cissus apendiculata,EN,NA
Cissus blanchetiana,LC,NA
Cissus coccinea,LC,NA
Cissus inundata,VU,NA
Cissus nobilis,NT,NA
Cissus paucinervia,NT,NA
Cissus pulcherrima,LC,NA
Cissus serroniana,NT,NA
Cissus stipulata,LC,NA
Cissus trianae,DD,NA
Citharexylum obtusifolium,EN,NA
Citharexylum solanaceum,LC,NA
Cleistes aphylla,EN,NA
Cleistes exilis,LC,NA
Cleistes gracilis,LC,NA
Cleistes libonii,LC,NA
Cleistes liliastrum,DD,NA
Cleistes mantiqueirae,LC,NA
Cleistes miersii,DD,NA
Cleistes paranaensis,LC,NA
Cleistes ramboi,LC,NA
Cleistes tenuis,LC,NA
Clematis campestris,LC,NA
Clethra scabra,LC,NA
Clethra uleana,LC,NA
Clidemia capilliflora,LC,NA
Clidemia raddiana,DD,NA
Clidemia rubra,LC,NA
Cliococca selaginoides,LC,NA
Clitoria densiflora,LC,NA
Clitoria epetiolata,NT,NA
Clitoria laurifolia,LC,NA
Clusia aemygdioi,EN,EN
Clusia burchellii,EN,NA
Clusia criuva,LC,NA
Clusia diamantina,EN,NA
Clusia fragrans,EN,NA
Clusia immersa,EN,NA
Clusia organensis,LC,NA
Clusia riedeliana,EN,NA
Cnemidaria uleana,LC,NA
Cnidoscolus adenoblepharus,DD,NA
Cnidoscolus froesii,DD,NA
Cnidoscolus hamosus,CR,NA
Cnidoscolus magni-gerdtii,CR,NA
Cnidoscolus monsanto,DD,NA
Cnidoscolus rupestris,EN,NA
Coccoloba cereifera,EN,NA
Coccoloba rigida,EN,NA
Cochlospermum regium,LC,NA
Codonanthe carnosa,VU,NA
Codonanthe devosiana,LC,NA
Codonanthe gracilis,LC,NA
Codonanthe uleana,LC,NA
Codonanthe venosa,VU,NA
Codonorchis canisioi,CR,NA
Cohniella jonesiana,LC,NA
Colanthelia macrostachya,EN,NA
Coleocephalocereus buxbaumianus subsp. flavisetus,VU,NA
Coleocephalocereus fluminensis subsp. decumbens,EN,NA
Coleocephalocereus purpureus,EN,NA
Colicodendron bahianum,VU,NA
Collaea speciosa,LC,NA
Colletia exserta,EN,NA
Colletia paradoxa,EN,NA
Cololobus longiangustatus,EN,NA
Cololobus rupestris,EN,NA
Colubrina glandulosa,LC,NA
Colubrina retusa,LC,NA
Columnea sanguinea,DD,NA
Colura itatyana,DD,NA
Comanthera bahiensis,EN,NA
Comanthera brasiliana,CR,NA
Comanthera chrysolepis,DD,NA
Comanthera cipoensis,NT,NA
