"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"45","2021-03-15 16:37:00-03","NY","NYBG","00861612","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","W. R. Anderson","1972","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=935226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861612","Magnoliophyta","Poales","P.Beauv.",NA,"35543","Minas Gerais","Datas","Serra do Espinhaço, ca. 15 km S of Diamantina","-43.6897","-18.3249","NY00861612_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00861551","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","S. Romaniuc Neto","1985","07","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861551","Magnoliophyta","Poales","P.Beauv.","T. Sendulsky","309","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5097","-14.1325","NY00861551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00861636","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","W. R. Anderson","1973","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=935225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861636","Magnoliophyta","Poales","P.Beauv.",NA,"8460","Minas Gerais",NA,"Ca. 18 km by road SW of Diamantina on road to Curvelo. Serra do Espinhaço.","-43.72035","-18.36499","NY00861636_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","1099876","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","E. L. S. da Silva","1986","08","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401288' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099876","Magnoliophyta","Poales","P.Beauv.","T. de S. Filgueiras","613","Roraima","Bonfim","Margem da estrada para o Cantá. Solo arenoso.","-60.583333","-2.833333","NY01099876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1099892","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. R. Swallen",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400246' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099892","Magnoliophyta","Poales","P.Beauv.",NA,"3262","Pará",NA,NA,NA,NA,"NY01099892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","00861613","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Davidse","1976","02","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=935425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861613","Magnoliophyta","Poales","P.Beauv.",NA,"10844","Minas Gerais","Campos Altos","Ca. 4 km W of Campos Altos along Highway 262 to Uberaba","-46.1714","-19.6961","NY00861613_01","1160","1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","884665","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","W. J. Burchell",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884665","Magnoliophyta","Poales","P.Beauv.",NA,"4462-2","São Paulo",NA,NA,NA,NA,"NY00884665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2016-09-30 02:19:00-03","NY","NYBG","1099860","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. M. Pires","1955","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401280' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099860","Magnoliophyta","Poales",NA,NA,"4767","Amapá","Macapá","Km 38 para Matapí.","-51.1","0.133333","NY01099860_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","00836742","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. G. Jardim","1999","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836742","Magnoliophyta","Poales","P.Beauv.","M. M. Marchi","2184","Bahia","Maraú","Peninsula de Maraú, Area de Prervaçao Ambiental (APA). Faz. Virgem Del Mar","-38.95","-14.0991667","NY00836742_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","00861524","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","W. R. Anderson","1982","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861524","Magnoliophyta","Poales","P.Beauv.","G. Davidse","12483","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, 3-5 km NE of Alto Paraíso on road to Nova Roma","-47.5097","-14.1325","NY00861524_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","1099868","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","C. A. Cid Ferreira","1985","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401285' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099868","Magnoliophyta","Poales","P.Beauv.","G. Davidse","5419","Amazonas",NA,"BR 319, Rod. Manaus-Porto Velho, a 15 Km de Humaitá. Campo natural, solo arenoso.","-63.0301952","-7.5112368","NY01099868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","1099872","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","N. A. Rosa",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099872","Magnoliophyta","Poales","P.Beauv.",NA,"4242","Amapá",NA,NA,NA,NA,"NY01099872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","1099884","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Davidse","1980","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400186' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099884","Magnoliophyta","Poales","P.Beauv.",NA,"17902","Pará","Marapanim","Campo de Matapiquara, ca. 1 km east of Matipaquara, 73 km NNE of Castanhal by road","-47.65","-0.93","NY01099884_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","1099888","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. T. Prance","1966","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401292' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099888","Magnoliophyta","Poales","P.Beauv.","C. A. Garcia","3374","Amazonas","Humaitá","Road Humaitá to Lábrea, Km 20. Open grassy savanna.","-63.1875658","-7.5925367","NY01099888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2016-09-28 13:23:00-03","NY","NYBG","629849","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","T. J. Killeen","1987","03","16","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53417' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629849","Magnoliophyta","Poales",NA,NA,"2383","Santa Cruz","Ñuflo de Chávez","20 km SW of San Javier","-62.5","-16.42",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","00861549","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Davidse","1976","02","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861549","Magnoliophyta","Poales","P.Beauv.",NA,"10834","Minas Gerais","Campos Altos","Ca. 4 km W of Campos Altos along Highway 262 to Uberaba","-46.1714","-19.6961","NY00861549_01","1160","1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2016-09-30 02:19:00-03","NY","NYBG","1099882","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Davidse","1980","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401290' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099882","Magnoliophyta","Poales",NA,NA,"17605","Pará","Vigía","17 Km southeast of Vigia along road (PA-140) to Belém. Campina de Caimbé. Savanna, dominated by Axonopus species, Bulbostylis paradoxa and Curatella americana (the trees and shrubs widely spaced single individuals) and surrounding forest; in savanna.","-48.083333","-0.95","NY01099882_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","00861609","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","H. S. Irwin","1966","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=935009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861609","Magnoliophyta","Poales","P.Beauv.",NA,"12592","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167","NY00861609_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","629912","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","S. M. de Campos","1960","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629912","Magnoliophyta","Poales","P.Beauv.",NA,"197","São Paulo","Itapetininga","Fazenda Santa Luzia do Campo Largo, SSE da cidade de Itapetininga","-48.0497","-23.5903","NY00629912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","1099893","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. G. Kuhlmann",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400191' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099893","Magnoliophyta","Poales","P.Beauv.",NA,"1819","Pará",NA,NA,NA,NA,"NY01099893_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","1099863","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","P. von Luetzelburg",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401070' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099863","Magnoliophyta","Poales","P.Beauv.",NA,"21546","Roraima",NA,NA,NA,NA,"NY01099863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","1738282","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. R. Maciel","2012","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1987771' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738282","Magnoliophyta","Poales","P.Beauv.",NA,"1624","Pernambuco",NA,"Bonito. Pedra do Rosário, Brejo de Altitude.","-35.6672","-8.4967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","00861577","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","E. P. Heringer","1981","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861577","Magnoliophyta","Poales","P.Beauv.","Kew Herbarium","6189","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9294","-15.7797","NY00861577_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","1099885","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Davidse","1980","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400184' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099885","Magnoliophyta","Poales","P.Beauv.",NA,"17751","Pará","Vigia","Ca 14 km ESE of Vigia; Campina do São Benedito","-48.07","-0.883333","NY01099885_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","00861547","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","H. S. Irwin","1971","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861547","Magnoliophyta","Poales","P.Beauv.",NA,"29459","Minas Gerais","Ouro Preto","Serra do Espinhaço, on summit of Pico de Itacolomi, ca. 3 km S. of Ouro Preto","-43.5058333","-20.3874","NY00861547_01","1850","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","00861611","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","H. S. Irwin","1970","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=935130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861611","Magnoliophyta","Poales","P.Beauv.",NA,"28354","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 2 km N. of São João da Chapada","-43.7833","-18.0833","NY00861611_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","02698886","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A. J. Arruda","2012","03","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980004' target='other'> <mi>dwc_moreinfo</mi></a>","NY02698886","Magnoliophyta","Poales","P.Beauv.",NA,"681","Pará","Canaã dos Carajás","Serra da Bocaina. Campo graminoso sobre canga","-49.9247","-6.3203","NY02698886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","1099887","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","E. A. Goeldi",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400205' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099887","Magnoliophyta","Poales","P.Beauv.",NA,"167","Pará",NA,NA,NA,NA,"NY01099887_01 NY01099887_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","1099861","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","W. R. Anderson",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400772' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099861","Magnoliophyta","Poales","P.Beauv.",NA,"11018","Pará",NA,NA,NA,NA,"NY01099861_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","1099878","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","L. Coradin",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401042' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099878","Magnoliophyta","Poales","P.Beauv.",NA,"611","Roraima",NA,NA,NA,NA,"NY01099878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","629850","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Cremers","1986","12","27","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629850","Magnoliophyta","Poales","P.Beauv.","G. Cremers","9571",NA,NA,"Savane de Corossony, PK 111 de la route Cavenne-St Laurent",NA,NA,NA,"5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","629814","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","R. Callejas Posada","1983","11","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629814","Magnoliophyta","Poales","P.Beauv.","G. Davidse","1668","Bahia","Santa Cruz Cabrália","Km 15 da estrada Sta Cruz Cabralia-Porto Seguro","-39","-16.08","NY00629814_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","00861545","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","H. S. Irwin","1969","01","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861545","Magnoliophyta","Poales","P.Beauv.",NA,"21937","Minas Gerais",NA,"Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","-43.69275","-18.4205","NY00861545_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","1099869","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","W. R. Anderson",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400285' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099869","Magnoliophyta","Poales","P.Beauv.",NA,"10946","Pará",NA,NA,NA,NA,"NY01099869_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","1099879","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","L. Coradin",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401062' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099879","Magnoliophyta","Poales","P.Beauv.",NA,"754","Roraima",NA,NA,NA,NA,"NY01099879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","1099859","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","N. A. Rosa","1976","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099859","Magnoliophyta","Poales","P.Beauv.",NA,"922","Pará","Salvaterra","Marajó, Campos de Joanes","-48.5123152","-0.875396","NY01099859_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","629813","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","R. M. Harley","1974","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629813","Magnoliophyta","Poales","P.Beauv.",NA,"17018","Bahia",NA,"16 km NW of Lagoinha (which is 5.5 km SW of Delfino) on side road to Minas do Mimoso","-41.33","-10.37","NY00629813_01","950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","628894","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","H. S. Irwin","1966","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628894","Magnoliophyta","Poales","P.Beauv.",NA,"14710","Bahia",NA,"Campinas, ca. 10 km S of Rio Piau, ca. 150 km SW of Barreiras",NA,NA,"NY00628894_01","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","00861520","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","H. S. Irwin","1968","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861520","Magnoliophyta","Poales","P.Beauv.",NA,"18614","Goiás","Cocalzinho de Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.77","-15.8","NY00861520_01","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
