"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"46","2021-03-15 16:37:00-03","NY","NYBG","1145948","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","P. G. Delprete","10543","2007","12","21","Brazil","Goiás","Pirenópolis","Santuario de Visa Silvestre Vagafogo. Trilha principal.","-48.995","-15.8242",NA,NA,"900","900","NY01145948","NY01145948_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1324171' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","396597","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","B. M. Boom","S. A. Mori","13983","1981","05","13","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Southern Bahian Wet Forest","-39.1202492","-15.1148921",NA,NA,"100","100","NY00396597",NA,NA,NA,NA,"Voucher for ecological study of forest diversity. Not in sample <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76525' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","396587","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","G. G. Hatschbach","G. G. Hatschbach","41782","1978","12","14","Brazil","Paraná","Antonina","Rio Pequeno","-48.7117","-25.4286",NA,NA,NA,NA,"NY00396587",NA,NA,NA,NA,"xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76494' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","396593","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","W. W. Thomas","W. W. Thomas","7168","1991","07","01","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto. Fazenda Santa Cruz","-39.0617","-14.4231",NA,NA,NA,NA,"NY00396593",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76465' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","01060494","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","M. G. da Silva","A. S. L. da Silva","222","1977","11","17","Brazil","Pará",NA,"Cuiabá-Santarém, km 1180. Forest on terra firme.","-55.5863518","-6.3184123",NA,NA,NA,NA,"NY01060494","NY01060494_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1266924' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","799043","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","L. B. Smith","R. M. Klein","10137","1972","03","29","Brazil","Santa Catarina",NA,"Jordao, Governador Colso Ramos",NA,NA,NA,NA,"350","350","NY00799043","NY00799043_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76491' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","799040","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","L. B. Smith","R. M. Klein","7081","1967","01","16","Brazil","Santa Catarina","Florianópolis","Morro do Ribeirao","-48.5497856","-27.7197007",NA,NA,"400","400","NY00799040","NY00799040_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76490' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","799037","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","L. B. Smith","R. Reitz","5913","1957","12","22","Brazil","Santa Catarina",NA,"Monte Crista, Garuva",NA,NA,NA,NA,"150","150","NY00799037","NY00799037_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76487' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","799038","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","R. M. Klein","1888","1956","03","06","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"300","300","NY00799038","NY00799038_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76495' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","330927","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","L. A. de Lima","294","1992","02","21","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 1.","-72.7","-9.12",NA,NA,NA,NA,"NY00330927",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76482' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","396589","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. E. B. Bremekamp","G. G. Hatschbach","15603","1967","01","02","Brazil","Paraná","Paranaguá","Restinga at the back of Pontal do Sul","-48.450437","-25.5593",NA,NA,NA,NA,"NY00396589",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76452' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","396585","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","G. G. Hatschbach","G. G. Hatschbach","31018","1972","12","19","Brazil","Paraná","Campina Grande do Sul","Figueira, rio Capivari","-49.0553","-25.3058",NA,NA,NA,NA,"NY00396585",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76493' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01060497","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"S. da M. Souza","688",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"NY01060497","NY01060497_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268820' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","482519","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","L. A. de Lima","214","1991","12","05","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 1.","-72.7","-9.12",NA,NA,NA,NA,"NY00482519",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76474' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","949000","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","R. C. Forzza","1713","2000","11","26","Brazil","Minas Gerais","Descoberto","Descoberto- Reserva Biológica da Represa do Grama.","-42.9672","-21.4597",NA,NA,NA,NA,"NY00949000","NY00949000_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022753' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","482536","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","L. A. de Lima","293","1992","02","21","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 1, M494.","-72.7","-9.12",NA,NA,NA,NA,"NY00482536",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76484' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","799045","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","R. Reitz","4202","1957","05","25","Brazil","Santa Catarina",NA,"Porto do Palmital, Garuva",NA,NA,NA,NA,"10","10","NY00799045","NY00799045_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76500' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","396553","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","B. M. Boom","10708","1994","08","28","French Guiana",NA,NA,"Saul and vicinity: Ca. 6 km N of Saul, along road to Belizon, vicinity of Eaux Claires","-53.2","3.62",NA,NA,"200","200","NY00396553",NA,NA,NA,NA,"photo <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76510' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","196792","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","B. M. Boom","W. L. Balée","2413","1986","06","11","Brazil","Pará",NA,"Xingu River. Assurini Indians","-52.5854588","-7.2040035",NA,NA,NA,NA,"NY00196792","NY00196792_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76463' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","583327","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","L. A. de Lima","251","1992","01","16","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 1, M586.","-72.7","-9.12",NA,NA,NA,NA,"NY00583327",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76485' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","00044272","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","S. Tiwari","227","1991","08","03","Guyana","Demerara-Mahaica",NA,"Aravina","-58.15","5.97",NA,NA,"1","50","NY00044272",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1150691' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","403117","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","D. C. Daly","8960","1996","05","07","Brazil","Acre","Mâncio Lima","Parque Nacional Serra do Divisor, Serra do Moa, Hunting trail leading from Boca da Serra to Igarapé Anil (= Ig. República).","-73.675","-7.3583",NA,NA,NA,NA,"NY00403117",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76469' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","949003","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","F. R. G. Salimena","CESJ31.007","2000","01","16","Brazil","Minas Gerais","Descoberto","Descoberto-Reserva Biológica da Represa do Grama.","-42.9672","-21.4597",NA,NA,NA,NA,"NY00949003","NY00949003_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022844' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","02499289","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","E. L. Cabral","W. W. Thomas","10602","1994","09","22","Brazil","Bahia","Ilhéus","Cidade de Ilhéus, 3 km N of Rodoviaria, Mata da Esperança, forest N of dam and reservoir.","-39.06917","-14.78194",NA,NA,"50","50","NY02499289","NY02499289_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=411795' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","03919116","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"N. Marín","2773","2016","06","01","Colombia","Caquetá","Belén de los Andaquies","Camino entre quebrada La arenosa y Filo de Hambre",NA,NA,NA,NA,NA,NA,"NY03919116","NY03919116_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4374596' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","396588","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","L. B. Smith","G. G. Hatschbach","15603","1966","01","02","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.365093","-25.575152",NA,NA,"5","5","NY00396588",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76489' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","570452","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","D. C. Daly","9857","1998","03","28","Brazil","Acre","Assis Brasil","Basin of Rio Purus, upper Rio Acre. Colocaçao Beira Rio.","-69.4969","-10.9389",NA,NA,NA,NA,"NY00570452",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76478' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","501887","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","A. M. Amorim","2138","1998","01","25","Brazil","Bahia","Lençóis","Rodovia de acesso ao municipio, a partir da BR. Coletas efetuadas a 8 km do municipio","-41.3897","-12.5633",NA,NA,NA,NA,"NY00501887",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76503' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","396596","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","J. H. Kirkbride Jr.","M. Kuhlmann","2783","1951","11","29","Brazil","São Paulo","Salesópolis","Boraceia","-45.886229","-23.65179",NA,NA,NA,NA,"NY00396596",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76486' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","1146441","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","P. G. Delprete","9450","2006","01","15","Brazil","Goiás",NA,"Mun. Terezópolis. Faz. Santa Branca. Trilha do Macaco. Floresta semi-caducifolia, renascente de Mato Grosso goiano.","-49.2967","-16.6667",NA,NA,"720","720","NY01146441","NY01146441_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1340878' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","1145950","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","P. G. Delprete","10546","2007","12","21","Brazil","Goiás","Pirenópolis","Santuario de Visa Silvestre Vagafogo. Trilha principal.","-48.995","-15.8242",NA,NA,"900","900","NY01145950","NY01145950_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1324174' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","501886","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","A. M. Amorim","1003","1993","02","21","Brazil","Bahia","Jacobina","Estrada Jacobina-Itaitu, ca. 30 km a partir da Sede do municipio, na cachoeira Pequena","-40.5181","-11.1808",NA,NA,NA,NA,"NY00501886",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76501' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","01060495","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","M. G. da Silva","A. S. L. da Silva","210","1977","11","17","Brazil","Pará",NA,"Rio Vermelho, Serra do Cachimbo, BR 163, Cuiabá-Santarém, km 867. Capoeira de terra firme.","-54.971576","-8.8767372",NA,NA,NA,NA,"NY01060495","NY01060495_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1266925' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","612278","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","T. A. Lobova; S. A. Mori","S. A. Mori","25396","2002","02","18","French Guiana",NA,NA,"Nouragues Field Station.","-52.679567","4.08815",NA,NA,NA,NA,"NY00612278",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76453' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","396591","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","J. H. Kirkbride Jr.","R. M. Harley","22441","1980","05","23","Brazil","Bahia","Lençóis","Serras dos Lençois. Ca. 7 km NE of Lençois, and 3 km S of the main Seabra - Itaberaba road, Mata de Cipo","-41.37","-12.5",NA,NA,"500","500","NY00396591",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76526' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","482537","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","L. A. de Lima","296","1992","02","21","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 1, M149.","-72.7","-9.12",NA,NA,NA,NA,"NY00482537",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76477' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","1146491","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P. G. Delprete","P. G. Delprete","9872","2006","06","09","Brazil","Goiás","Pirenópolis","Santuário de Vida Silvestre Vagafogo. Floresta de encosta de de galeria na margem do rio Vagafogo, com copa de 25-35 m.","-48.995","-15.8242",NA,NA,"950","950","NY01146491","NY01146491_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1341700' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","01060493","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","L. O. A. Teixeira","1334","1982","06","23","Brazil","Amazonas","Humaitá","Estrada Humaitá-Jacarecanga, km 150, a 63 km ao Sul. Mata sobre serra, abundância de pedras.","-63.0206","-7.5061",NA,NA,NA,NA,"NY01060493","NY01060493_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1266923' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
