"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"46","2016-09-30 10:15:00-03","NY","NYBG","01796390","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","F. Almeda; D. S. Penneys","T. W. Henkel","3015","1993","09","17","South America","Guyana","Upper Takutu-Upper Essequibo","Kuyuwini watershed; Bat Mtn; lower slopes of inselberg, east face","-59.18333333","2.183333333","300","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2021009' target='other'> <mi>dwc_moreinfo</mi></a>","NY01796390","NY01796390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","3165789","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"K. M. Redden","4334","2006","09","27","South America","Guyana","Cuyuni-Mazaruni","Forest behind Isseneru Village on trail to Apiqua shop.","-60.3794","6.3647","89","89","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416735' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165789",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","3165800","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"G. S. Bunting","9796","1980","11","18","South America","Venezuela","Zulia","Carretera Machiques - La Fría, unos 12-14 km al suir del desvío hacia Casigua, cerca la Estación La Corcordia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416746' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165800",NA,"D.Don","Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","01796394","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","J. J. Wurdack","L. J. Dorr","7080","1990","06","19","South America","Venezuela","Táchira","S base of Cerro El Morro, sandstone outcrop on N shore of Embalse La Honda and opposite Campamento La Trampa.","-71.7","7.95","1140",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2021014' target='other'> <mi>dwc_moreinfo</mi></a>","NY01796394","NY01796394_01","D.Don","Uribante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","3784707","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","F. A. Michelangeli","H. H. van der Werff","16513","2001","03","30","South America","Peru","San Martín","Along road Rioja-Yorongos-La Florida. Heavily disturbed forest on white sand and in roadside.","-77.1","-6.08333","1000","1000","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143737' target='other'> <mi>dwc_moreinfo</mi></a>","NY03784707","NY03784707_01","D.Don","Rioja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","3165783","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"T. McDowell","2031","1990","02","24","South America","Guyana","Upper Takutu-Upper Essequibo","E of airstrip, near Surama village","-59.07","4.15","75","85","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416729' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165783",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","01796396","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","J. J. Wurdack","A. H. Gentry","46988","1984","04","26","South America","Venezuela","Amazonas","Cerro Neblina, between base camp and Puerto Chimo along Rio Mawarinuma.","-66.13","0.83","150","180","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2021016' target='other'> <mi>dwc_moreinfo</mi></a>","NY01796396","NY01796396_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-09-27 08:16:00-03","NY","NYBG","01796393","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"G. A. Romero","1885","1989","04","19","South America","Venezuela","Amazonas","Santa Rosa de Ucata, transecta entre conuco indigena (a un lado de un bosque medio intervenido), pasando por bosque medio, hasta arbustal de arena blanca.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2021013' target='other'> <mi>dwc_moreinfo</mi></a>","NY01796393","NY01796393_01",NA,"Atures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","3165785","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"T. McDowell","2693","1990","05","20","South America","Guyana","Cuyuni-Mazaruni","Top of Warama Tipu, small mountain across Kamarang River, north to Paruima village.","-61.07","5.83","530","610","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416731' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165785",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","3165794","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"R. Goodland","1082","1963","10","29","South America","Guyana","Upper Demerara-Berbice","Ebini",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416740' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165794",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","01318190","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"M. K. Caddah","574","2009","07","01","South America","Brazil","Amazonas","Rio Negro, estrada de Inambu, Margem direita do Rio Negro, estrada abandonada atrás da comunidade de Inambu.","-67.3394","0.3242",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1705912' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318190","NY01318190_01","D.Don","São Gabriel da Cachoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","3165787","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"T. W. Henkel","5562","1994","07","13","South America","Guyana","Potaro-Siparuni","Pakaraima Mts, Upper Ireng watershed; Malakwalai-Tipu summit along SE escarpment.","-60.3","4.8","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416733' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165787",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","03287780","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"P. H. Labiak","5912","2015","03","06","South America","Brazil","Tocantins","Serra de Natividade. Estrada para as torres. Cerrado rupestre.","-47.70078","-11.69422","350","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581692' target='other'> <mi>dwc_moreinfo</mi></a>","NY03287780",NA,"D.Don","Natividade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-02-01 15:11:00-02","NY","NYBG","01462582","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","F. A. Michelangeli","J.-J. de Granville","16351","2004","06","22","South America","French Guiana",NA,"Haut Marouini-A; Inselberg de la D.Z.; grande savane-roche sur versant SO","-54.02916667","2.608333333","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1705078' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462582","NY01462582_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","1289566","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","J. J. Wurdack","D. F. Austin","7273","1979","10","28","South America","Brazil","Amapá","Serra do Navio, entre a Vila e o Rio Amaparí.","-52.0025","0.9014",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1759017' target='other'> <mi>dwc_moreinfo</mi></a>","NY01289566","NY01289566_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","3165798","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"O. Huber","3784","1979","05","23","South America","Venezuela","Amazonas","alrededores de Puerto Ayacucho (± 30 km al N.) Sabana de Rincones de Chacoro","-67.33","5.8","80","80","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416744' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165798",NA,"D.Don","Atures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","3165778","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"R. A. A. Oldeman","2089","1966","02","26","South America","French Guiana","Saint-Laurent-du-Maroni","aerodrome Saul",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416605' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165778",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2016-09-27 08:16:00-03","NY","NYBG","01796386","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","F. Almeda; D. S. Penneys","K. M. Redden","2613","2004","02","08","South America","Guyana","Cuyuni-Mazaruni","Pakaraima Mts., Mazaruni River. Kamarang, Base Camp 5","-60.59122222","5.866166667","475","475","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2021005' target='other'> <mi>dwc_moreinfo</mi></a>","NY01796386","NY01796386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","3165796","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"G. S. Bunting","7264","1979","04","27","South America","Venezuela","Zulia","alrededores de Casigua El Cubo: sector Las Cruces, en cerro El Mirador, a lo largo de la via antigua entre El Carmelo y Estacion Concordia, al sur del Pozo T -221, trayecto de aprox. 4 km",NA,NA,"350","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416742' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165796",NA,"D.Don","Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","3165773","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"D. Tuberquia","145","1993","04","06","South America","Colombia","Antioquia","carretera a Mina La Calina, Peldar",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416600' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165773",NA,"D.Don","Amalfi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","3165776","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"F. M. R. Leprieur","170","1905","01","06","South America","French Guiana","Cayenne",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416603' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165776",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016-09-27 08:16:00-03","NY","NYBG","01467295","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","F. A. Michelangeli","R. T. Pennington","1541","2006","02","22","South America","Peru","Junín","Road La Merced - Satipo","-75.24867","-10.9492","1000",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708722' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467295","NY01467295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","3165784","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"G. S. Jenman","1524","1884","04","01","South America","Guyana","East Berbice-Corentyne","Canje River",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416730' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165784",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","1289562","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","J. J. Wurdack","G. T. Prance","P25287","1977","11","12","South America","Brazil","Pará","Serra do Cachimbo, BR 163, Cuiabá-Santarém Highway. Km 771","-54.9","-9.37","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1759013' target='other'> <mi>dwc_moreinfo</mi></a>","NY01289562","NY01289562_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-09-27 08:16:00-03","NY","NYBG","1596656","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","F. A. Michelangeli","M. A. Luckow","4543","2007","01","13","South America","Venezuela","Bolívar","Ca. 7 km from the turnoff to La Tigra.","-61.7572","8.0403","285",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1883531' target='other'> <mi>dwc_moreinfo</mi></a>","NY01596656","NY01596656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","3676598","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","M. Alvear","M. Alvear","1451","2011","02","27","South America","Colombia","Boyacá","Corregimiento de Puerto Pinzon. Cordillera oriental, vertiente occidental. Serrania de Las Quinchas. Reserva Natural de Aves El Paujil. Sendero hacia el tanque del agua","-74.26181","6.04981","212",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2790836' target='other'> <mi>dwc_moreinfo</mi></a>","NY03676598","NY03676598_01","D.Don","Puerto Boyaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","3165781","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"D. H. Davis","861","1968","04","01","South America","Guyana",NA,"north Rupununi, in the Savanna",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416608' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165781",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","3165804","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"T. Plowman","13746","1984","04","26","South America","Venezuela","Amazonas","6 km north of Puerto Ayacucho on road to El Burro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416750' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165804",NA,"D.Don","Atures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","3165777","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"J.-J. de Granville","6970","1984","11","23","South America","French Guiana","Saint-Laurent-du-Maroni","Haute Camopi - Mont Belvédère, Lisière inférieure.",NA,NA,"200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416604' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165777",NA,"D.Don","Saül",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2016-09-27 08:16:00-03","NY","NYBG","01467404","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","F. A. Michelangeli","R. T. Pennington","2003","2007","10","02","South America","Peru","Junín","Kivinaki, Fundo Sr. Carpio, Hill above road La Merced - Satipo.","-74.99822","-10.8831","800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708766' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467404","NY01467404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","3165779","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"G. Cremers","5504","1979","03","23","South America","French Guiana",NA,"Bord de route. Savane entre PK 20 et 21 a l'Est d'Iracoubo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416606' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165779",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","3165792","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"R. Goodland","521","1963","08","21","South America","Guyana","Upper Takutu-Upper Essequibo","Rupununi Northern Savanna; 5 miles north of Wichabai.",NA,NA,"107","107","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416738' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165792",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2016-09-27 08:16:00-03","NY","NYBG","01101006","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","F. A. Michelangeli","F. A. Michelangeli","807","2001","12","31","South America","Venezuela","Portuguesa","Hacienda Los Caminos, 10 km al N de Araure en la vía Camburito. Potreros al Oeste del río de los pozos al N del campamento La Llanada.","-69.3011","9.6092","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239924' target='other'> <mi>dwc_moreinfo</mi></a>","NY01101006","NY01101006_01",NA,"Araure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","3165799","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"R. Rivero","881","1985","04","19","South America","Venezuela","Lara","via Acarigua, 20 kms de Barquisimeto.",NA,NA,"400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416745' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165799",NA,"D.Don","Palavecino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","3165801","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"B. G. Stergios D.","10480","1987","05","13","South America","Venezuela","Bolivar","Alrededores del Campamento Auraima, Rio Paragua","-63.5583","6.375","330","330","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3416747' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165801",NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","01796385","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","H. David","H. David","1250","2006","02",NA,"South America","Colombia","Antioquia","Finca la Picardía.",NA,NA,"930",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2021004' target='other'> <mi>dwc_moreinfo</mi></a>","NY01796385","NY01796385_01","D.Don","Amalfi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","2063453","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"J. Meirelles","704","2011","09","03","South America","Brazil","Amazonas","Aldeia indígena Yá-mirim","-67.0892028808594","-0.130278006196022",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499541' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063453","NY02063453_01","D.Don","São Gabriel da Cachoeira","377621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
