"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"44","2016-09-30 07:33:00-03","NY","NYBG","1550416","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,"H. H. van der Werff","C. A. Cid Ferreira","9334","1987","10","10","Brazil","Amazonas","Santa Isabel do Rio Negro","7 Km atrás da cidade de Stª Isabel, próximo ao antigo aeroporto.","-64.983333","-0.366667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817060' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550416","NY01550416_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","469324","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","P. K. H. Dusén","G. Jönsson","626a","1914","07","05","Brazil","Paraná","Morretes","Serra do Mar, Porto de Cima","-48.8342","-25.4769",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469324","NY00469324_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","469353","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","M. Kuhlmann","M. Kuhlmann","3225","1946","06","26","Brazil","São Paulo","Sao Paulo","Sao Paulo, Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469353","NY00469353_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1550401","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","P. L. B. Lisboa","1307","1980","01","30","Brazil","Pará","Tucuruí","margem direita do Rio Tocantins, BR 263, Km 16.","-49.5473018","-3.751053",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817013' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550401","NY01550401_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","469360","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","R. C. Quevedo S.","2521","1993","11","12","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff M. Campamento Flor de Oro",NA,NA,NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469360",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","469355","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"K. Kubitzki","8138","1981","02","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469355","NY00469355_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","469334","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","J. G. Rohwer","A. F. M. Glaziou","19794","1891","11","16","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469334","NY00469334_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","1019388","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","L. C. de S. Assis","L. C. de S. Assis","1038","2004","06","29","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca. Prainha.","-43.8833","-21.7167",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281846' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019388","NY01019388_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2016-09-30 07:33:00-03","NY","NYBG","1550394","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,"D. M. Johnson","A. S. Tavares","17","1984","02","13","Brazil","Amazonas",NA,"Platô da Serra do Aracá, parte SE da Serra Norte. Beira do rio mais próximo a pista.","-63.3745909","0.9016571",NA,NA,"1150","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817001' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550394","NY01550394_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","1550404","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","J. G. Rohwer","W. C. Steward","20150","1974","01","05","Brazil","Amazonas",NA,"Manaus-Porto Velho Highway Km 250. Behind Road Camp Igapó-Açu","-61.2977457","-4.7243162",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817015' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550404","NY01550404_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","1550396","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","J. G. Rohwer","W. A. Rodrigues","5209","1963","05","14","Brazil","Amazonas","Manaus","Reserva Florestal Ducke.","-59.9281883","-2.9548699",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817004' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550396","NY01550396_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-09-30 07:33:00-03","NY","NYBG","1550395","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,"D. M. Johnson","A. S. Tavares","144","1984","02","24","Brazil","Amazonas","Barcelos","Platô da Serra Aracá, parte SE da Serra Norte.","-63.37","0.85",NA,NA,"1150","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817002' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550395","NY01550395_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","1550425","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","G. T. Prance","29546","1985","07","15","Brazil","Amazonas",NA,"Upper slopes of Central Massif of Serra Aracá at base of cliff face.","-63.28","0.83",NA,NA,"800","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817074' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550425","NY01550425_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","1550419","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","A. S. L. da Silva","1360","1979","09","20","Brazil","Amazonas",NA,"BR 319. Estrada Manaus-Porto Velho, km 270-275","-61.4190781","-4.8541523",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817066' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550419","NY01550419_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","1550390","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff; J. G. Rohwer","N. A. Rosa","2140","1977","06","18","Brazil","Mato Grosso",NA,"Margem esquerada do Rio Juruena, SC 21 VG PT 14.","-58.3804411","-11.0249185",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816995' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550390","NY01550390_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","1550397","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","C. A. Cid Ferreira","8848","1987","04","15","Brazil","Rondônia","Porto Velho","BR-364 entre o entroncamento das BR-364-425 e Rio Cotia, a 200 km da cidade de Porto Velho.","-65.08","-9.666667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817006' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550397","NY01550397_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-01-12 12:25:00-02","NY","NYBG","469344","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,NA,"R. M. Klein","62","1949","08","14","Brazil","Santa Catarina","Brusque","Mata da Azambuja. Brusque","-48.910147","-27.126635",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469344","NY00469344_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","02695674","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"B. A. Krukoff","11519","1939","02",NA,"Brazil","Maranhão","São Luís","Island of Sao Luiz. Estrada do Sacavem","-44.3028","-2.5297",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978063' target='other'> <mi>dwc_moreinfo</mi></a>","NY02695674",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2016-09-28 14:00:00-03","NY","NYBG","469358","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,"H. H. van der Werff","R. L. Liesner","16128","1984","02","20","Venezuela",NA,NA,"Territorio Federal Amazonas: Departamento Rio Negro. 0 to 2km east of Cerro La Neblina Base Camp which is on Rio Mawarinhuma. Trail to bango construction","-66.17","0.83",NA,NA,"140","140","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469358",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2016-09-30 07:33:00-03","NY","NYBG","1550386","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,"J. G. Rohwer","E. P. Heringer","8727","1961","11","05","Brazil","Distrito Federal","Brasília","Fundação Zoobotânica.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816991' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550386","NY01550386_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","02852741","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","H. Medeiros","1419","2013","06","18","Brazil","Acre","Porto Walter","Bacia do Rio Juruá. Rio das Minas, ca. 20 km da cidade de Porto Walter.","-72.859308","-8.403139",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2712349' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852741","NY02852741_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","1550378","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","J. G. Rohwer","B. Maguire","60456","1965","12","02","Brazil",NA,NA,"Sierra da Neblina, Rio Negro, Rio Cauaburí, Brazil. Along open slopes to base of cliffs.","-66.006382","0.804816",NA,NA,"2591","2743","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816966' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550378","NY01550378_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2016-09-30 07:33:00-03","NY","NYBG","1550383","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,NA,"E. P. Heringer","9089/1283","1963","01","30","Brazil","Distrito Federal","Brasília","Parque do Zoobotânico.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816986' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550383","NY01550383_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales","70570","auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","1550400","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","J. G. Rohwer","G. T. Prance","18028","1973","09","17","Brazil","Amazonas",NA,"Rio Cuieras near Jarada","-60.3529429","-2.6996631",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817012' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550400","NY01550400_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","1550429","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","S. A. Mori","20049","1988","11","24","Brazil","Amazonas",NA,"Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project.","-59.74583","-2.41625",NA,NA,"50","125","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817082' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550429","NY01550429_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2016-09-30 07:33:00-03","NY","NYBG","1550410","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,"H. H. van der Werff","B. M. Boom","8735","1988","12","04","Brazil","Amazonas",NA,"Distrito Agropecuário; Reserva 1501 (km 41) of the WWF/INPA MSC Project.","-59.73056","-2.41625",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817026' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550410","NY01550410_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","469316","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","G. G. Hatschbach","12746","1965","09","10","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.365093","-25.575152",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469316","NY00469316_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","469331","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"R. R. Guedes","2180","1988","11","07","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecologica Municipal de Macae de Cima, Nascente do Rio das Flores","-42.05","-22",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469331","NY00469331_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2016-09-28 14:00:00-03","NY","NYBG","505000","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,NA,"R. M. Klein","1455","1955","07","12","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505000",NA,NA,NA,NA,NA,"South America","boxed",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","1550418","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","C. A. Cid Ferreira","8472","1986","11","18","Brazil","Amazonas","Tonantins","Rio Tonantins, afluente da margem esquerda do rio Solimões, atrás do lugar Uitinga-Pará","-68.1439233","-2.7150365",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817064' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550418","NY01550418_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","469342","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","I. de Vattimo","E. Pereira","2113","1956","12","06","Brazil","Espírito Santo","Castelo","Forno Grande","-41.119633","-20.525512",NA,NA,"1000","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469342","NY00469342_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","1550402","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","H. H. van der Werff","C. A. Cid Ferreira","1119","1980","06","27","Brazil","Pará","Oriximiná","Rio Trombetas, inicio da estrada da cachoeira Porteira, lado direito.","-56.7939091","-0.244834",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817014' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550402","NY01550402_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","1550407","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","J. G. Rohwer","E. Lleras","19631","1973","11","23","Brazil","Amazonas",NA,"Road Manaus-Porto Velho ( BR-319 ) km 242","-61.2684131","-4.6587688",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817022' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550407","NY01550407_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","469350","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","C. K. Allen","R. Reitz","1910","1954","07","01","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajai","-48.6617","-26.9081",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469350","NY00469350_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","1550417","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","J. G. Rohwer","R. Spruce","2093","1852","01",NA,"Brazil","Amazonas",NA,"Prope San Gabriel da Cachoeira, ad Rio Negro, Brasiliae borealis.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817062' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550417","NY01550417_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2016-09-30 07:33:00-03","NY","NYBG","1550409","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,"A. Vicentini","J. R. Nascimento","671","1994","11","29","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Barro Branco, campo de futebol.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817025' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550409","NY01550409_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2016-09-30 07:33:00-03","NY","NYBG","1550385","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla",NA,"J. E. de Paula","E. P. Heringer","660-A","1978","10","17","Brazil","Distrito Federal","Brasília","Reserva Ecologica do IBGE. Picada R-5","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1816988' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550385","NY01550385_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","469343","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"R. Negrelle","a683","1993","01","21","Brazil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.65","-26.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469343","NY00469343_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
