"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","month","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"45","2021-03-15 16:37:00-03","NY","NYBG","00987202","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"B. E. Dahlgren",NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987202","NY00987202_01","125",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","778120","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R. Goldenberg",NA,"M. Kirizawa","1991","Brazil","São Paulo","Ubatuba","Rodovia BR 101, entre Ubatuba-Picinguaba. Altura km 34","-45.0697","-23.4303",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778120","NY00778120_01","2485","04","24","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","02711975","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"O. Thier","2009","Brazil","Rio de Janeiro","Cachoeiras de Macacu","Fazenda do Carmo.","-42.7625","-22.423611",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2998953' target='other'> <mi>dwc_moreinfo</mi></a>","NY02711975","NY02711975_01","OT1749","05","04","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","3270410","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"H. H. Rusby","1921","Bolivia",NA,NA,"Bopi River Valley",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581840' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270410",NA,"589","09","11","South America","sheet",NA,"Magnoliophyta","Myrtales","914","914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1599199","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"R. B. Foster","1982","Peru","Pasco","Oxapampa","Cordillera Yanachaga. Road over shoulder of Cerro Pajonal to Villa Rica drainage. 12 km SE of Oxapampa.","-75.33","-10.58",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727795' target='other'> <mi>dwc_moreinfo</mi></a>","NY01599199","NY01599199_01","9098","10","09","South America","sheet",NA,"Magnoliophyta","Myrtales","2300","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-09-27 03:23:00-03","NY","NYBG","01855452","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,"R. Goldenberg",NA,"J. M. Schunke-Vigo","2003","Peru","Ucayali","Coronel Portillo","Distr: Calleria. Cuenca del Río Utiquinia. Camino a la altura, sud este de la quebrada Pumayacu, Río Utiquinia.","-74.2581","-8.1522",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2083112' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855452","NY01855452_01","15439","03","26","South America","sheet",NA,"Magnoliophyta","Myrtales","150","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","3697667","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"G. Calatayud","2005","Peru","Cusco","La Convención","Dist. Echarati, Localidad San Antonio, Pie de Carretera, Bosque Primario","-72.53","-12.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4056677' target='other'> <mi>dwc_moreinfo</mi></a>","NY03697667","NY03697667_01","3454","08","23","South America","Sheet",NA,"Magnoliophyta","Myrtales","1744","1744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","3270389","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"J. Solomon","1982","Bolivia","El Beni",NA,"ca 5 km SW of Riberalta","-66.12","-11.03",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581819' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270389",NA,"7909","06","03","South America","sheet",NA,"Magnoliophyta","Myrtales","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","3270484","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"G. Klug","1931","Peru","Loreto",NA,"Florída, Río Putumayo, at mouth of Río Zubineta",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3582007' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270484",NA,"2207","05","01","South America","sheet",NA,"Magnoliophyta","Myrtales","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","3677645","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"L. Valenzuela G.","2009","Peru","Pasco","Oxapampa","Distrito Puerto Bermudez. Río Pichis, Pozo Carachama.","-74.9208","-10.1175",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3938789' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677645","NY03677645_01","13187","08","02","South America","sheet",NA,"Magnoliophyta","Myrtales","277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","521259","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"J. Brandbyge","1981","Ecuador","Napo",NA,"Rio Cuyabeno. Collections along the riverside on both sides of the river from the mouth and two hours upstream",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521259","NY00521259_01","33573","08","16","South America","sheet",NA,"Magnoliophyta","Myrtales","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","3677028","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"J. Perea","2004","Peru","Pasco","Oxapampa","Dist. Huancabamba. Trocha turistica (Puente Emperador Guillermo I). Bosque secundario.","-75.54888","-10.065",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3913642' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677028","NY03677028_01","1176","05","18","South America","Sheet",NA,"Magnoliophyta","Myrtales","787","787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","3677973","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"A. L. Monteagudo Mendoza","2006","Peru","Pasco","Oxapampa","Dist. Pozuzo. Zona de amortiguamiento del Parque Nacional Yanachaga-Chemillén, Sector Yulitunqui. Bosque primario, pre-montano húmedo","-75.57361","-10.18277",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3914525' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677973","NY03677973_01","12413","07","19","South America","Sheet",NA,"Magnoliophyta","Myrtales","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","3270465","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"E. P. Killip","1929","Peru","Pasco","Oxapampa","Dept. Junin; Puerto Yessup",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581988' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270465",NA,"26276","07","10","South America","sheet",NA,"Magnoliophyta","Myrtales","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","3270378","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"R. S. Williams","1902","Bolivia","La Paz",NA,"Apolo",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581730' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270378",NA,"1409","07","10","South America","sheet",NA,"Magnoliophyta","Myrtales","1463","1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","3270440","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"L. W. Williams","1929","Peru","Loreto",NA,"Caballo-Cocha on the Amazon River",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581963' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270440",NA,"2457","08","01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","3270405","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"O. Buchtien","1927","Bolivia","La Paz",NA,"Mapiri region, San Carlos",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581835' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270405",NA,"1075","05","01","South America","sheet",NA,"Magnoliophyta","Myrtales","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","2480371","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"A. M. Amorim","2008","Brazil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas. Floreta na beira da estrada para a localidade de Alegre. Floresta Estacional Semidecidual.","-40.4819","-20.3025",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705575' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480371","NY02480371_01","7608","07","20","South America","sheet",NA,"Magnoliophyta","Myrtales","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","3785574","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"R. Vásquez Martínez","2008","Peru","Pasco","Oxapampa","Dist. Palcazu. Entre el Río Chuchurras y Lagarto.","-75.2072","-9.9819",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057066' target='other'> <mi>dwc_moreinfo</mi></a>","NY03785574","NY03785574_01","34424","05","30","South America","Sheet",NA,"Magnoliophyta","Myrtales","254","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","3270464","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"E. P. Killip","1929","Peru","Junín",NA,"Puerto Bermudez",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581987' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270464",NA,"26684","07","14","South America","sheet",NA,"Magnoliophyta","Myrtales","375","375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","3697041","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"L. Valenzuela Gamarra","2006","Peru","Cusco","La Convención","Dist. Echarate, Santa Ana, Kepashiato, Bosque primario","-73.3675","-12.73388",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3914154' target='other'> <mi>dwc_moreinfo</mi></a>","NY03697041","NY03697041_01","7492","08","19","South America","Sheet",NA,"Magnoliophyta","Myrtales","1167","1167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2016-09-27 14:41:00-03","NY","NYBG","1599201","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,"T. Rojas","1907","Paraguay",NA,NA,"In altaplanitie et declivibus <Sierra de Amambay>.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=915262' target='other'> <mi>dwc_moreinfo</mi></a>","NY01599201","NY01599201_01","10438","04",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","3270456","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"E. P. Killip","1929","Peru","Pasco","Oxapampa","Dept. Junin : Puerto Yessup",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581979' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270456",NA,"26258","07","10","South America","sheet",NA,"Magnoliophyta","Myrtales","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","1599196","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R. Goldenberg",NA,"J. G. Graham","2002","Peru","Ucayali","Purús","Dtto. Purús. Río Curanja, cerca la comunidad nativa Colombiana.","-71.1","-10.07",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364139' target='other'> <mi>dwc_moreinfo</mi></a>","NY01599196","NY01599196_01","1664","07","09","South America","sheet",NA,"Magnoliophyta","Myrtales","300","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","3677110","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"L. Valenzuela Gamarra","2002","Peru","Cusco",NA,"Dist. Santa Ana, Subcuenca Chuyapi, Poromate, Bosque Primario húmedo","-72.79166","-12.92861",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3913535' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677110","NY03677110_01","464","09","17","South America","Sheet",NA,"Magnoliophyta","Myrtales","1800","2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","00916923","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","H. A. Gleason",NA,"D. Smith","1927","Brazil","Mato Grosso",NA,"Near source of Rio Paraguay (Rio Amolar).",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916923","NY00916923_01","209","05","29","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","3270426","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"E. Asplund","1956","Ecuador","Pastaza","Mera","Mera",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581856' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270426",NA,"19165","02","01","South America","sheet",NA,"Magnoliophyta","Myrtales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2016-09-30 22:37:00-03","NY","NYBG","2480408","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,"C. N. Fraga","2009","Brazil","Espírito Santo","Nova Venécia","Area de Proteção Ambiental da Pedra do Elefante. Serra de Baixo. Mata da Fazenda Santa Rita. Floresta Estacional Semi-decidual.","-40.4444","-18.7778",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2706469' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480408","NY02480408_01","2530","04","15","South America","sheet",NA,"Magnoliophyta","Myrtales","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","521277","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"L. Riedel",NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521277","NY00521277_01 NY00521277_02","s.n.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","3270432","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"H. Lugo Sanchez","1979","Ecuador","Pastaza",NA,"Sarayacu on the Río Bobonaza",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581862' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270432",NA,"5351","08","14","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","2480368","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"E. M. Saddi","2011","Brazil","Rio de Janeiro","Piraí","Parcela P22 dos estudos para o EIA do Minerioduto Bom Sucesso, MG-Itaguaí, RJ.","-43.8964","-22.5617",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705570' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480368","NY02480368_01","439","04","16","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","3270439","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"J. F. Macbride","1923","Peru",NA,NA,"La Merced","-75.332995","-11.061082",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581962' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270439",NA,"5262","08","10","South America","sheet",NA,"Magnoliophyta","Myrtales","610","610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","3270416","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"M. Nee","1991","Bolivia","Santa Cruz","Florida","Cerro Cantera, 3.5 km (by air) E of Bermejo, along oil pipeline and old road from Santa Cruz to Bermejo and Samaipata.","-63.6","-18.12",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581846' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270416",NA,"42081","12","14","South America","sheet",NA,"Magnoliophyta","Myrtales","1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","1599198","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"R. Vásquez Martínez","1981","Peru","Loreto","Maynas","Pto. Alianza (Qda. Tamshiyacu).","-72.92","-4.13",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727791' target='other'> <mi>dwc_moreinfo</mi></a>","NY01599198","NY01599198_01","1863","05","29","South America","sheet",NA,"Magnoliophyta","Myrtales","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","521273","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"R. S. Pinheiro","1967","Brazil","Bahia","Ilhéus","CEPEC","-39.2281","-14.7536",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521273","NY00521273_01","330","10","27","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","1552051","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R. Goldenberg",NA,"S. de O. Santos","2010","Brazil","Pernambuco",NA,"Jaqueira. RPPN Frei Caneca. Pedra do Cruzeiro. Borda da mata.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551508' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552051","NY01552051_01","171","08","17","South America","sheet",NA,"Magnoliophyta","Myrtales","712","712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","521262","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","S. S. Renner",NA,"L. O. A. Teixeira","1982","Brazil","Rondônia","Aríquemes","Mineraçao, Mibrasa, Setor Alto Candeias, km 128. Sudoeste de Ariquemes. Capoeirao a 4 km de sede da Mineracao beira de igarapé","-63.58","-10.58",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521262","NY00521262_01","438","05","14","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
