"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","typeStatus","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"42","2021-03-15 16:37:00-03","NY","NYBG","493684","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","T. M. Pedersen",NA,NA,NA,"C. B. Poliquesi","1995","06","22","Brazil","Paraná","Rio Bonito do Iguaçú","Rio Iguaçu","-52.5256","-25.4908",NA,NA,"NY00493684",NA,NA,"305","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435350' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-30 03:05:00-03","NY","NYBG","01212740","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima",NA,"J. M. Pires; P. B. Cavalcante",NA,NA,NA,"W. Rodrigues","1961","06","14","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"NY01212740","NY01212740_01",NA,"2802","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465758' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-29 13:00:00-03","NY","NYBG","493686","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima",NA,NA,NA,NA,NA,"A. P. Duarte","1949","05","12","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Ihguasú","-54.5881","-25.5481",NA,NA,"NY00493686",NA,NA,"1751","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435367' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01212741","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","J. A. Kallunki",NA,NA,NA,"S. R. Hill","1983","07","25","Brazil","Amazonas",NA,"Paraná Uraría between Rio Maués-Açu and Rio Apiquitaua, white water.","-57.92","-3.42",NA,NA,"NY01212741","NY01212741_01",NA,"13173","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465764' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2016-09-30 01:46:00-03","NY","NYBG","1146430","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima",NA,NA,NA,NA,NA,"D. C. Zappi","2008","08","23","Brazil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino. Limite Sudeste do Parque, acampamento perto da Serra do Rochedo.","-55.21428","-9.665131",NA,NA,"NY01146430","NY01146430_01",NA,"1368","South America","317","317","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1340798' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","493681","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","M. H. Nee",NA,NA,NA,"R. Kiesling","1989","04","26","Argentina","Jujuy",NA,"Dpto. Ledesma, camino a Parque Nac. Calilegua",NA,NA,NA,NA,"NY00493681",NA,NA,"7107","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435369' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","493682","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","U. H. Eliasson",NA,NA,NA,"W. H. Camp","1945","06","08","Ecuador","Guayas",NA,"Junction of the Provinces of Guayas, Cañar, Chimborazo & Bolivar: Foothills of the western cordillera near the village of Bucay","-79.139376","-2.213329",NA,NA,"NY00493682",NA,NA,"E3776","South America","304.8","381.0","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435366' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","01212745","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","T. M. Pedersen",NA,NA,NA,"C. A. Cid Ferreira","1984","06","28","Brazil","Rondônia","Presidente Medici","BR 364, rodovia Cuiabá-Porto Velho, km 300, estrada para Alvorada do Oeste, km 24, linha 110","-63.05","-11.2",NA,NA,"NY01212745","NY01212745_01",NA,"4850","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465778' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","493696","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth","S. H. Sohmer",NA,NA,NA,"L. Riedel","1828",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"NY00493696",NA,NA,"701","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249224' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","01212739","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth","T. Borsch",NA,NA,NA,"L. G. Lohmann","2001","04","28","Brazil","Acre","Marechal Thaumaturgo","Reserva Extrativista do Alto Juruá. Baixo Tejo. Rio Tejo, Colocação 10 voltas.","-72.6913889","-8.9916667",NA,NA,"NY01212739","NY01212739_01",NA,"382","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465751' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"52","2016-09-29 20:48:00-03","NY","NYBG","00837896","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth","S. H. Sohmer",NA,NA,NA,"J. E. B. Warming",NA,NA,NA,"Brazil",NA,NA,"Ad Lagoa Santa",NA,NA,NA,NA,"NY00837896",NA,NA,"s.n.","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930593' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","02714949","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth","L. Senna",NA,NA,NA,"A. M. Amorim","1999","04","21","Brazil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Fazenda teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,"NY02714949","NY02714949_01",NA,"2894","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=165962' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"54","2016-09-29 20:48:00-03","NY","NYBG","00837897","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth","S. H. Sohmer",NA,NA,NA,"A. Macedo","1943","06","29","Brazil","Minas Gerais","Campina Verde",NA,"-49.4864","-19.5358",NA,NA,"NY00837897",NA,NA,"1898","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930594' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-09-29 20:48:00-03","NY","NYBG","00837895","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth","S. H. Sohmer",NA,NA,NA,"J. E. B. Warming",NA,NA,NA,"Brazil",NA,NA,"Ad Lagoa Santa",NA,NA,NA,NA,"NY00837895","NY00837895_01",NA,"648","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930591' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","493699","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth","S. H. Sohmer",NA,NA,NA,"A. S. Hitchcock","1923","06","30","Ecuador","Guayas",NA,"Milagro","-79.592627","-2.139095",NA,NA,"NY00493699",NA,NA,"20293","South America","50","50","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249221' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"57","2016-09-30 05:00:00-03","NY","NYBG","1374370","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth",NA,NA,NA,NA,"W. E. Broadway","1910","12","09","Trinidad and Tobago",NA,NA,"Tobago. Easterfield.",NA,NA,NA,NA,"NY01374370","NY01374370_01",NA,"4054","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1615618' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-09-30 03:05:00-03","NY","NYBG","01212738","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth","S. H. Sohmer",NA,NA,NA,"J. M. Pires","1965","07","07","Brazil","Acre",NA,"Estrada Rio Branco - Xapuri. Trepadeira.",NA,NA,NA,NA,"NY01212738","NY01212738_01",NA,"10024","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465729' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"59","2016-09-30 05:00:00-03","NY","NYBG","1374291","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","(Jacq.) Kunth",NA,NA,NA,NA,"W. E. Broadway","1910","03","17","Trinidad and Tobago",NA,NA,"The Widow. Near Easterfield. Tobago.",NA,NA,NA,NA,"NY01374291","NY01374291_01",NA,"3575","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1615538' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","altissima",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","493703","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"A. Gehrt","1932","02","25","Brazil","São Paulo","Sao Paulo","Pinheiros","-46.63","-23.5403",NA,NA,"NY00493703",NA,NA,"29552","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290459' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","01212753","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"G. T. Prance","1971","06","19","Brazil","Amazonas",NA,"Rio Purus between Campina and Tambaqui.","-62.878443","-4.995765",NA,NA,"NY01212753","NY01212753_01",NA,"13377","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465805' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","493711","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"R. P. Belém","1965","04","25","Brazil","Bahia","Maraú","Rodovia Ubaitaba - Maraú, 12 km N de Ubaitaba. Margem do Rio de Contas","-39.0144","-14.1033",NA,NA,"NY00493711",NA,NA,"899","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290447' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","493712","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"A. P. Duarte","1949","05","12","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Ihguasú","-54.5881","-25.5481",NA,NA,"NY00493712",NA,NA,"1751","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290449' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-09-29 10:25:00-03","NY","NYBG","493710","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"J. C. Lindeman","1966","03","24","Brazil","Paraná","Terra Boa","Thicket near pl. Mururé, 35 km E. of Cianorte, left bank of R. Ivaí","-52.4442","-23.7683",NA,NA,"NY00493710",NA,NA,"734","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290453' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","493702","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"R. Reitz","1956","07","18","Brazil","Santa Catarina","Ibirama",NA,"-49.5178","-27.0569",NA,NA,"NY00493702",NA,NA,"3501","South America","150","150","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290451' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"66","2016-09-29 10:25:00-03","NY","NYBG","493716","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"J. M. Schunke-Vigo","1935","02","16","Peru","Loreto",NA,"Gamitanacocha, Rio Mazán",NA,NA,NA,NA,"NY00493716",NA,NA,"263","South America","100","125","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290454' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","493714","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"S. Araujo","1946","05","25","Brazil","Rio de Janeiro","Cabo Frio","Barra di S. Joao","-42.0183","-22.8794",NA,NA,"NY00493714",NA,NA,"507","South America",NA,NA,"sheet",NA,"[Collection number unclear - see label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290450' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"68","2016-09-29 20:48:00-03","NY","NYBG","00837889","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"A. de Sainte-Hilaire","1816",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"NY00837889","NY00837889_01",NA,"236","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930579' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","493718","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"F. H. Lamb","1895","02",NA,"Colombia","Nariño",NA,"Santiago, Tepic.",NA,NA,NA,NA,"NY00493718",NA,NA,"613","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290457' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-09-29 10:25:00-03","NY","NYBG","493709","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S. H. Sohmer",NA,NA,NA,"J. C. de Moraes Vasconcelos","1953","08","28","Brazil","Paraíba","Alagoa Grande","Alagoa Grande.","-35.63","-7.15833",NA,NA,"NY00493709",NA,NA,"896","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290456' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","rubella",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","26589","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Kinupp, V.F.","1998","05","02","Brasil","Paraná","Cambé","Parque Municipal Peroba Rosa",NA,NA,"9999","9999","BOTU026589","BOTU026589",NA,"1078",NA,NA,NA,NA,NA,"Cipó, botões verdes. Borda da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","26419","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Silva, S.M.","1999","04",NA,"Silva, S.M.","1999","02","27","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo",NA,NA,"9999","9999","BOTU026419","BOTU026419",NA,NA,NA,NA,NA,NA,NA,"Herbácea de ramos apoiantes, flores creme-esverdeadas, em orla de floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","22327","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Kinupp, V.F.","1998","05","02","Brasil","Paraná","Cambé","Parque Municipal Peroba Rosa",NA,NA,"9999","9999","BOTU022327","BOTU022327",NA,"1078",NA,NA,NA,NA,NA,"Cipó, botões verdes. Borda da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","29830","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Fonseca, R.C.B.","2002","05","21","Brasil","São Paulo","Botucatu",NA,"-48.383333","-22.816667","48° 23'w","22° 49's","BOTU029830","BOTU029830",NA,"105",NA,NA,NA,NA,NA,"liana de Fl. Estacional Semidecidual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","26827","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Santos, L.B.","2009","06",NA,"Santos. L.B.","2009","05","15","Brasil","São Paulo","Botucatu","Parque ecológico da Pavuna, da sede até a entrada da trilha das cachoeirasm depois seguindo na borda do fragmento à direita e atravessando o rio no final da borda.","-46.511111","-22.8375","46°30'40w","22°50'15s","BOTU026827","BOTU026827",NA,NA,NA,NA,NA,NA,NA,"Mata Atlântica, floresta estacional semidecídua. Arbusto escandente, folhas cartáceas, botões roxos, flores sésseis de corola creme, estigma bífido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-13 09:18:43-03","UFRJ","RFA","8221","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1966","04","20","Brasil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,"RFA27435",NA,NA,"14280",NA,NA,NA,NA,NA,"Trepadeira, flor alvacenta",NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA,NA
"77","2020-11-13 09:18:43-03","UFRJ","RFA","16990","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"s.c.","1880","03","00","Brasil","Rio de Janeiro","Campos dos Goytacazes",NA,"-41.3244018554688","-21.7541999816895",NA,NA,"RFA14311",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA
"78","2020-11-13 09:18:43-03","UFRJ","RFA","6921","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","T. M. Pedersen",NA,NA,NA,"Alunos do 1º ano","1963","06","00","Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Pão de Açucar","-43.2075004577637","-22.9027996063232",NA,NA,"RFA26653",NA,NA,"s.n.",NA,NA,NA,NA,NA,"Arbusto",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"79","2020-11-24 17:10:24-03","UTFPR","DVPR","1069","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Estevan, DA","2013","06","04","Duarte, E","2013","04","09","Brasil","Paraná","Dois Vizinhos","Unepe - Restauração Ecológica. Nucleação: Chuva de Sementes: parcela 6, sub-parcela 5","-53.0607","-25.4149","-53.0607","-25.4149","DVPR001069","DVPR001069",NA,"37",NA,NA,NA,NA,NA,"Cipó, flores creme.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-24 17:10:24-03","UTFPR","DVPR","6122","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Silva, DR","2018","11","21","Rocha Filho, JA; Machado, C; Dama, VJ; Pereira, JP; Moura, AP","2018","07","10","Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, mata a esquerda do rio Iguaçu, ca 400 m abaixo da balsa.","-53.3924","-25.3044","-53.3924","-25.3044","DVPR006122",NA,NA,"768",NA,"247","247",NA,NA,"Cipó 3 m. Inflorescência avermelhada. Ponto 045.; Fragmento de floresta estacional semidecidual em estágio avançado de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
